Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Moreno-Campos E., Sanchez-Gordón M.-L., Colomo-Palacios R., de Amescua Seco A.","56338148700;56103969400;25653963200;6504151502;","Towards Measuring the Impact of the ISO/IEC 29110 Standard: A Systematic Review",2014,"Communications in Computer and Information Science","425",,,"1","12",,23,"10.1007/978-3-662-43896-1_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906539273&doi=10.1007%2f978-3-662-43896-1_1&partnerID=40&md5=5224da8133d61b3113fbc0edcab67150","Computer Science Department, Universidad Carlos III de Madrid, Av. Universidad 30, Leganés, 28911 Madrid, Spain; Østfold University College, B R A Veien 4, 1783 Halden, Norway","Moreno-Campos, E., Computer Science Department, Universidad Carlos III de Madrid, Av. Universidad 30, Leganés, 28911 Madrid, Spain; Sanchez-Gordón, M.-L., Computer Science Department, Universidad Carlos III de Madrid, Av. Universidad 30, Leganés, 28911 Madrid, Spain; Colomo-Palacios, R., Østfold University College, B R A Veien 4, 1783 Halden, Norway; de Amescua Seco, A., Computer Science Department, Universidad Carlos III de Madrid, Av. Universidad 30, Leganés, 28911 Madrid, Spain","The software industry recognizes the value of VSEs in contributing valuable products and services. Unfortunately current ISO/IEC standards do not completely address the needs of VSEs. Due to this, the ISO/IEC 29110 standard has been developed. The aim of this paper is to analyze the impact of the initiative by means of a systematic literature review of the ISO/IEC 29110 standard. This analysis was conducted using the most significant bibliographic databases. The result of the analysis reflects some tendencies in research that target the development of software process assessment and SIP models for supporting the standard, the performance, creation and utilization of deployment packages, pilot projects and ISO/IEC 29110 standard implementation approaches, the encouragement on concluding the remaining profiles or the creation of new profiles and the design, development and implementation of documentation and knowledge management tools in order to support the adoption of the standard by VSEs. © Springer-Verlag Berlin Heidelberg 2014.","ISO/IEC 29110; SLR; software engineering; systematic literature review; very small entity; VSE","Information services; Knowledge management; ISO/IEC; SLR; Systematic literature review; very small entity; VSE; Software engineering",,,"Springer Verlag",18650929,9783662438954,,,"English","Commun. Comput. Info. Sci.",Conference Paper,"Final",,Scopus,2-s2.0-84906539273
"Amjad Alam K., Ahmad R.B., Akhtar M.","56465962200;24829264100;56643942900;","Change Impact analysis and propagation in service based business process management systems preliminary results from a systematic review",2014,"2014 8th Malaysian Software Engineering Conference, MySEC 2014",,, 6985981,"7","12",,2,"10.1109/MySec.2014.6985981","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929378051&doi=10.1109%2fMySec.2014.6985981&partnerID=40&md5=6a6a6f167978b9d617c20e32f6ff7256","Department of Software Engineering, University of Malaya, Kuala Lumpur, Malaysia; Comsats Institute of Information Technology, Pakistan","Amjad Alam, K., Department of Software Engineering, University of Malaya, Kuala Lumpur, Malaysia; Ahmad, R.B., Department of Software Engineering, University of Malaya, Kuala Lumpur, Malaysia; Akhtar, M., Comsats Institute of Information Technology, Pakistan","Change Impact analysis and propagation have widely been studied in Software engineering research, but most studies are related to monolithic software applications, and very few studies have focused on distributed environments. Newer technologies like SOA, BPM and Cloud demand different perspectives and newer tools and techniques to support impact analysis and propagation in distributed environments. SOA adoption is fairly recent and major concern is now shifting towards maintenance and evolution of the service based business Process management systems. Change impact analysis and propagation have been identified as a potential research area in this context. This study is part of a larger study to systematically review all available research on impact analysis and propagation in context of Business process management (BPM) and Service Oriented Architecture (SOA). Preliminary results have been reported by answering 2 selected research Questions. 43 studies were selected out of initial set of 182 research articles. Studies answering selected research questions have been included in this report. BPM is considered at Business Level for Business operations and Process Models, while SOA is considered as a Deployment Architecture at service level. We have extended the scope of our study to Inter-Process and inter-service change analysis in addition to Top-Down, Bottom-Up analysis. This study revealed that although evolution of service based systems is getting significant attention, very few approaches and tools exist to support impact analysis and propagation activities. © 2014 IEEE.","BPM; Change Propagation; CIA; Dependency Analysis; SOA; systematic literature review (SLR); Web Services","Administrative data processing; Application programs; Enterprise resource management; Information services; Software engineering; Web services; World Wide Web; BPM; Change propagation; CIA; Dependency analysis; SOA; Systematic literature review (SLR); Service oriented architecture (SOA)",,"Jawawi D.N.A.Sulaiman S.Mohamad R.Sa'Adon N.A.","Institute of Electrical and Electronics Engineers Inc.",,9781479954391,,,"English","Malays. Softw. Eng. Conf., MySEC",Conference Paper,"Final",,Scopus,2-s2.0-84929378051
"Schweighofer T., Čko M.H.","55881269900;56411972500;","Approaches for test case generation from UML diagrams",2014,"CEUR Workshop Proceedings","1266",,,"91","98",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909977768&partnerID=40&md5=c6affda80ab852ca588ed57ae1d716de","Faculty of Electrical Engineering and Computer Science, University of Maribor, Smetanova 17, Maribor, 2000, Slovenia","Schweighofer, T., Faculty of Electrical Engineering and Computer Science, University of Maribor, Smetanova 17, Maribor, 2000, Slovenia; Čko, M.H., Faculty of Electrical Engineering and Computer Science, University of Maribor, Smetanova 17, Maribor, 2000, Slovenia","Model based testing (MBT) is an important approach with many advantages that can reduce the cost and increase the effectiveness and quality of a testing procedure. In MBT, test cases can be derived from different models, also from the popularly used UML diagrams. Different UML diagrams include various important pieces of information that can be successfully used in a testing procedure. A lot of papers present approaches for test case generation from different UML diagrams and researchers are trying to find the most optimal one. In this paper, we present the first results of a systematic literature review in the area of test case generation from UML diagrams. Based on research questions, we explored which UML diagrams are most commonly used for test case generation, what approaches are presented in the literature, their pros and cons and connections with different testing levels. We also tried to find approaches that are tailored to test mobile applications. First results show that UML state machine, activity, sequence diagram and of course, a combination of more UML diagrams, are most commonly used for test case generation. Different approaches are used for generation, like graphs, trees, tables, labelled transition systems (LTS), genetics algorithms (GA), finite state machines (FSM) and others. The found approaches have many advantages, but also some disadvantages such as a lack of automatization, problems with complex diagrams and others. A detailed analysis is presented in this article. © by the paper's authors.","Activity diagram; Approaches; MBT; Sequence diagram; SLR; State machine diagram; Test case generation; UML","Activity diagram; Approaches; MBT; Sequence diagrams; SLR; State machine diagrams; Test case generation; UML","Schweighofer, T.; Faculty of Electrical Engineering and Computer Science, University of Maribor, Smetanova 17, Slovenia","Budimac Z.Grbac T.G.","CEUR-WS",16130073,9788670313743,,,"English","CEUR Workshop Proc.",Conference Paper,"Final",,Scopus,2-s2.0-84909977768
"Santos R.E.S., Da Silva F.Q.B.","56021814500;35229324700;","Motivation to perform systematic reviews and their impact on software engineering practice",2013,"International Symposium on Empirical Software Engineering and Measurement",,, 6681370,"292","295",,14,"10.1109/ESEM.2013.36","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893238648&doi=10.1109%2fESEM.2013.36&partnerID=40&md5=3bfbcdf5f4ed7f44dd284a61f9fdb49d","Centre for Informatics (CIn), Federal University of Pernambuco (UFPE), Cidade Universitária, Recife, Brazil","Santos, R.E.S., Centre for Informatics (CIn), Federal University of Pernambuco (UFPE), Cidade Universitária, Recife, Brazil; Da Silva, F.Q.B., Centre for Informatics (CIn), Federal University of Pernambuco (UFPE), Cidade Universitária, Recife, Brazil","Context: Systematic literature reviews (SLRs) are a particular type of secondary study used as the main research method in evidence based research and practice. The starting point of a SLR should be a problem from the practice and the results should, somehow, have an impact on improving practice. Objective: To investigate the motivation of software engineering researchers to conduct a SLR and how the results of their reviews are potentially impacting the software engineering practice. Method: We conducted a cross-sectional survey with authors of 120 SLRs published between 2004 and 2010 identified by three tertiary studies previously published. Results: Forty-four authors of SLR participate in the survey. The motivation behind the vast majority of the SLRs was to gather knowledge about a particular field of study. However, only six participants affirmed that their reviews actually had a direct impact in industrial practice. Conclusions: The use of SLR has increased over the years but they were mostly focused on academic problems and had very little impact on industrial practice. Therefore, the full potential benefits of evidence-based software engineering are not being achieved. © 2013 IEEE.","empirical software engineering; evidence based software engineering; survey research; systematic literature reviews","Cross-sectional surveys; Empirical Software Engineering; Evidence based researches; Evidence Based Software Engineering; Industrial practices; Software engineering practices; Survey research; Systematic literature review; Industrial management; Motivation; Research; Surveys; Software engineering","Centre for Informatics (CIn), Federal University of Pernambuco (UFPE), Cidade Universitária, Recife, Brazil",,,19493770,,,,"English","Int. Symp. Empir. Softw. Eng. Meas.",Conference Paper,"Final",,Scopus,2-s2.0-84893238648
"Marshall C., Brereton P.","15729603200;7005724666;","Tools to support systematic literature reviews in software engineering: A mapping study",2013,"International Symposium on Empirical Software Engineering and Measurement",,, 6681371,"296","299",,42,"10.1109/ESEM.2013.32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893317990&doi=10.1109%2fESEM.2013.32&partnerID=40&md5=0494c7bdb71c8edd2f177a7550dbbcd2","School of Computing and Mathematics, Keele University, Staffordshire, United Kingdom","Marshall, C., School of Computing and Mathematics, Keele University, Staffordshire, United Kingdom; Brereton, P., School of Computing and Mathematics, Keele University, Staffordshire, United Kingdom","Background: Systematic literature reviews (SLRs) have become an established methodology in software engineering (SE) research however they can be very time consuming and error prone. Aim: The aims of this study are to identify and classify tools that can help to automate part or all of the SLR process within the SE domain. Method: A mapping study was performed using an automated search strategy plus snowballing to locate relevant papers. A set of known papers was used to validate the search string. Results: 14 papers were accepted into the final set. Eight presented text mining tools and six discussed the use of visualisation techniques. The stage most commonly targeted was study selection. Only two papers reported an independent evaluation of the tool presented. The majority were evaluated through small experiments and examples of their use. Conclusions: A variety of tools are available to support the SLR process although many are in the early stages of development and usage. © 2013 IEEE.","automated tool; systematic literature review","Automated searches; Automated tools; Error prones; Mapping studies; Systematic literature review; Text mining; Data mining; Paper; Software engineering; Tools","School of Computing and Mathematics, Keele University, Staffordshire, United Kingdom",,,19493770,,,,"English","Int. Symp. Empir. Softw. Eng. Meas.",Conference Paper,"Final",,Scopus,2-s2.0-84893317990
"Niazi M., Mahmood S., Alshayeb M., Baqais A.A.B., Gill A.Q.","14045585000;8644998900;6506030177;54921732100;53979600700;","Motivators of adopting social computing in global software development: Initial results",2013,"Lecture Notes in Engineering and Computer Science","1 LNECS",,,"409","413",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887976439&partnerID=40&md5=475671c0aba752e550ce9fa5457c7fab","Department of Information and Computer Science, King Fahd University of Petroleum and Minerals, Saudi Arabia; Faculty of Computing, Riphah International University, Pakistan; Department of Information and Computer Science, King Fahd University of Petroleum and Minerals, Dhahran, 31261, Saudi Arabia; Faculty of Engineering, University of Technology Sydney, Ultimo NSW 2007, Australia","Niazi, M., Department of Information and Computer Science, King Fahd University of Petroleum and Minerals, Saudi Arabia, Faculty of Computing, Riphah International University, Pakistan; Mahmood, S., Department of Information and Computer Science, King Fahd University of Petroleum and Minerals, Dhahran, 31261, Saudi Arabia; Alshayeb, M., Department of Information and Computer Science, King Fahd University of Petroleum and Minerals, Dhahran, 31261, Saudi Arabia; Baqais, A.A.B., Department of Information and Computer Science, King Fahd University of Petroleum and Minerals, Dhahran, 31261, Saudi Arabia; Gill, A.Q., Faculty of Engineering, University of Technology Sydney, Ultimo NSW 2007, Australia","context: Real-time collaboration is critical for developing high quality software systems at low cost in a geographically distributed Global Software Development (GSD) environment. It is anticipated that emerging Social Computing tools can play an important role in facilitating realtime effective collaboration among teams working in the GSD. Objective: The objective of this research paper is to identify motivators for adopting social computing in GSD organizations. Method: We adopted a Systematic Literature Review (SLR) approach by applying customized search strings derived from our research questions. Results: We have identified factors such as real-time communication and coordination, information sharing, knowledge acquisition and expert feedback as key motivators for adoption of social computing in GSD. Conclusion: Based on the SLR results, we suggest that GSD organizations should embrace social computing as a tool for real-time collaboration between distributed GSD teams. The results of this initial study also suggest the need for developing the social computing strategies and policies to guide the effective social computing adoption by GSD teams.","Empirical study; Global software development; Social computing; Systematic literature review","Empirical studies; Global software development; High-quality software systems; Real-time collaboration; Real-time communication; Social computing; Systematic literature review; Systematic literature review (SLR); Tools; Software design","Department of Information and Computer Science, King Fahd University of Petroleum and MineralsSaudi Arabia",,,20780958,9789881925107,,,"English","Lect. Notes Eng. Comput. Sci.",Conference Paper,"Final",,Scopus,2-s2.0-84887976439
"Daneshgadeh S., Özkan S.","55933785000;8342685500;","Proposing a research model for internet banking usage based on a literature review",2013,"Iberian Conference on Information Systems and Technologies, CISTI",,, 6615844,"","",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887940808&partnerID=40&md5=914cc0cc52bd6b3320fe76aca635b66f","Department of Information Systems, Graduate School of Informatics, METU, Ankara, Turkey","Daneshgadeh, S., Department of Information Systems, Graduate School of Informatics, METU, Ankara, Turkey; Özkan, S., Department of Information Systems, Graduate School of Informatics, METU, Ankara, Turkey","Banking sector is highly influenced by development of the internet and networking technologies. The considerable number of studies in the field of internet banking acceptance and adoption reflects the importance of this issue for customers, stakeholders and developers of internet banking. The purpose of this study is to present a comprehensive overview of users' acceptance and adoption of internet banking. We conducted a systematic literature review (SLR) of 28 journal papers. Findings indicate the prevailing trend in the field, especially in developing countries. Integrated models have been found to be popular in internet banking acceptance researches. Additionally, Structural Equation Modeling (SEM) was the most used statistical method for analyzing data in studies. This study synthesizes the existing knowledge in the field by extracting research factors and the tested relationships in previous studies. In general 61 research factors and 127 relationships were extracted from studies. Moreover, this study suggests a new research model for future studies and highlights the gaps in this research field and then makes recommendations for future studies. © 2013 AISTI.","internet banking; systematic review; technology acceptance; users' acceptance; users' adoption","Internet banking; Systematic Review; Technology acceptance; Users' acceptance; users' adoption; Developing countries; Electronic commerce; Information systems; Research; Technology; World Wide Web","Department of Information Systems, Graduate School of Informatics, METU, Ankara, Turkey",,,21660727,9789899843400,,,"English","Iberian Conf. Inf. Syst. Technol., CISTI",Conference Paper,"Final",,Scopus,2-s2.0-84887940808
"Gutierrez C., Garbajosa J., Diaz J., Yague A.","57198355973;24449926400;35092351500;6603710246;","Providing a consensus definition for the term 'Smart Product'",2013,"Proceedings of the International Symposium and Workshop on Engineering of Computer Based Systems",,, 6601590,"203","211",,20,"10.1109/ECBS.2013.26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885195229&doi=10.1109%2fECBS.2013.26&partnerID=40&md5=f167093106c35f0e58cc252138d126b8","System and Software Technology Group, Technical University of Madrid (UPM), E.U Informàtica/CITSEM, Madrid, Spain","Gutierrez, C., System and Software Technology Group, Technical University of Madrid (UPM), E.U Informàtica/CITSEM, Madrid, Spain; Garbajosa, J., System and Software Technology Group, Technical University of Madrid (UPM), E.U Informàtica/CITSEM, Madrid, Spain; Diaz, J., System and Software Technology Group, Technical University of Madrid (UPM), E.U Informàtica/CITSEM, Madrid, Spain; Yague, A., System and Software Technology Group, Technical University of Madrid (UPM), E.U Informàtica/CITSEM, Madrid, Spain","The term 'Smart Product' has become commonly used in recent years. This is because there has been an increasing interest in these kinds of products as part of the consumer goods industry, impacting everyday life and industry. Nevertheless, the term 'Smart Product' is used with different meanings in different contexts and application domains. The use of the term 'Smart Product' with different meanings and underlying semantics can create important misunderstandings and dissent. The aim of this paper is to analyze the different definitions of Smart Product available in the literature, and to explore and analyze their commonalities and differences, in order to provide a consensus definition that satisfies, and can therefore be used by, all parties. To embrace the identified definitions, the concept of 'Smart Thing' is introduced. The methodology used was a systematic literature review. The definition is expressed as an ontology. © 2013 IEEE.","innovation; intelligent product; SLR; smart product; smart thing; software engineering innovation; systematic literature review; thematic synthesis","Engineering innovations; intelligent product; SLR; Smart products; smart thing; Systematic literature review; Innovation; Software engineering; Semantics","System and Software Technology Group, Technical University of Madrid (UPM), E.U Informàtica/CITSEM, Madrid, Spain",,,,,85RRA,,"English","Proc Int Symp Workshop Eng Computer Based Syst",Conference Paper,"Final",,Scopus,2-s2.0-84885195229
"Zhang H., Ali Babar M.","55685593500;24477004400;","Systematic reviews in software engineering: An empirical investigation",2013,"Information and Software Technology","55","7",,"1341","1354",,61,"10.1016/j.infsof.2012.09.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877920035&doi=10.1016%2fj.infsof.2012.09.008&partnerID=40&md5=250b639966e11df4e45556a0506ec4b6","University of New South Wales, Australia; IT University of Copenhagen, Denmark","Zhang, H., University of New South Wales, Australia; Ali Babar, M., IT University of Copenhagen, Denmark","Background: Systematic Literature Reviews (SLRs) have gained significant popularity among Software Engineering (SE) researchers since 2004. Several researchers have also been working on improving the scientific and methodological infrastructure to support SLRs in SE. We argue that there is also an apparent and essential need for evidence-based body of knowledge about different aspects of the adoption of SLRs in SE. Objective: The main objective of this research is to empirically investigate the adoption, value, and use of SLRs in SE research from various perspectives. Method: We used mixed-methods approach (systematically integrating tertiary literature review, semi-structured interviews and questionnaire-based survey) as it is based on a combination of complementary research methods which are expected to compensate each others' limitations. Results: A large majority of the participants are convinced of the value of using a rigourous and systematic methodology for literature reviews in SE research. However, there are concerns about the required time and resources for SLRs. One of the most important motivators for performing SLRs is new findings and inception of innovative ideas for further research. The reported SLRs are more influential compared to the traditional literature reviews in terms of number of citations. One of the main challenges of conducting SLRs is drawing a balance between methodological rigour and required effort. Conclusions: SLR has become a popular research methodology for conducting literature review and evidence aggregation in SE. There is an overall positive perception about this relatively new methodology to SE research. The findings provide interesting insights into different aspects of SLRs. We expect that the findings can provide valuable information to readers about what can be expected from conducting SLRs and the potential impact of such reviews. © 2013 Elsevier B.V. All rights reserved.","Evidence-based software engineering; Methodology adoption; Mixed-methods research; Research methodology; Systematic (literature) reviews; Tertiary study","Evidence Based Software Engineering; Methodology adoption; Mixed-methods research; Research methodologies; Systematic (literature) review; Tertiary study; Software engineering; Surveys; Research","Zhang, H.; University of New South WalesAustralia; email: dr.hezhang@gmail.com",,,09505849,,ISOTE,,"English","Inf Software Technol",Conference Paper,"Final",,Scopus,2-s2.0-84877920035
"Imtiaz S., Bano M., Ikram N., Niazi M.","55711164700;36661996700;24437607500;14045585000;","A tertiary study: Experiences of conducting systematic literature reviews in software engineering",2013,"ACM International Conference Proceeding Series",,,,"177","182",,29,"10.1145/2460999.2461025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877258226&doi=10.1145%2f2460999.2461025&partnerID=40&md5=ec7f2ff8a0e4c54b48bb7fc431eb0e95","Faculty of Computing, Riphah International University, Islamabad, Pakistan; Faculty of Engineering and Information Technology, University of Technology, Sydney, Australia; Department of Information and Computer Science, King Fahd University of Petroleum and Minerals, Saudi Arabia","Imtiaz, S., Faculty of Computing, Riphah International University, Islamabad, Pakistan; Bano, M., Faculty of Engineering and Information Technology, University of Technology, Sydney, Australia; Ikram, N., Faculty of Computing, Riphah International University, Islamabad, Pakistan; Niazi, M., Department of Information and Computer Science, King Fahd University of Petroleum and Minerals, Saudi Arabia","Context: The use of Systematic Literature Review (SLR) requires expertise and poses many challenges for novice researchers. The experiences of those who have used this research methodology can benefit novice researchers in effectively dealing with these challenges. Objective: The aim of this study is to record the reported experiences of conducting Systematic Literature Reviews, for the benefit of new researchers. Such a review will greatly benefit the researchers wanting to conduct SLR for the very first time. Method: We conducted a tertiary study to gather the experiences published by researchers. Studies that have used the SLR research methodology in software engineering and have implicitly or explicitly reported their experiences are included in this review. Results: Our research has revealed 116 studies relevant to the theme. The data has been extracted by two researchers working independently and conflicts resolved after discussion with third researcher. Findings from these studies highlight Search Strategy, Online Databases, Planning and Data Extraction as the most challenging phases of SLR. Lack of standard terminology in software engineering papers, poor quality of abstracts and problems with search engines are some of the most cited challenges. Conclusion: Further research and guidelines is required to facilitate novice researchers in conducting these phases properly. Copyright 2013 ACM.","Empirical software engineering; Experiences; Lessons learnt; Systematic literature reviews; Tertiary study","Empirical Software Engineering; Experiences; Lessons learnt; Systematic literature review; Tertiary study; Research; Search engines; Software engineering","Faculty of Computing, Riphah International University, Islamabad, Pakistan",,,,9781450318488,,,"English","ACM Int. Conf. Proc. Ser.",Conference Paper,"Final",,Scopus,2-s2.0-84877258226
"Qureshi N., Usman M., Ikram N.","55681660100;26633369600;24437607500;","Evidence in software architecture, a systematic literature review",2013,"ACM International Conference Proceeding Series",,,,"97","106",,8,"10.1145/2460999.2461014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877279938&doi=10.1145%2f2460999.2461014&partnerID=40&md5=6b51e38c576854f33d40fdb2ff9be502","Riphah International University, Islamabad, Pakistan; International Islamic University, Islamabad, Pakistan","Qureshi, N., Riphah International University, Islamabad, Pakistan; Usman, M., International Islamic University, Islamabad, Pakistan; Ikram, N., Riphah International University, Islamabad, Pakistan","Context: Software architecture (SA) plays pivotal role in development and maintenance of large software systems. Architectural decisions impact all subsequent phases in software development life cycle. Structure of large software systems has been in discussion since early 70s but software architecture started emerging as separate discipline since mid-90s. Objective: Researchers have been publishing empirical studies (i.e. case studies, experiments, experience reports) in SA discipline. Empirical literature has been aggregated in other disciplines of software engineering but no such effort has been made in SA. Objective of this study is to aggregate and synthesize the empirical evidence from literature of software architecture to report the trends, patterns and knowledge gaps. Method: To synthesize the empirical work in SA, we conducted a systematic literature review (SLR). This study reports the results of SLR based on 247 included primary studies. Results: Based on the percentage of 247 primary studies we identified that SA Evaluation (28%), non- functional requirements related work (22%) and SA Design (12%) are relatively mature sub areas of SA. Most of the empirical work (59%) in SA uses case study research method. Experiments (20%) and experience reports (14%) are also employed in empirical SA work. Conclusion: SA discipline is maturing as few sub areas of SA are mature and some areas are new and being developed. We have also identified few emerging trends in SA i.e. service oriented architecture, Product line architecture, Aspect oriented architecture, and model driven architecture. Copyright 2013 ACM.","Software architecture; State-of-the-art; Systematic literature review","Aspect-oriented architecture; Functional requirement; Model driven architectures; Product line architecture; Software development life cycle; State-of-the-art; Systematic literature review; Systematic literature review (SLR); Aggregates; Computer software; Experiments; Information services; Reviews; Service oriented architecture (SOA); Software design; Software architecture","Riphah International University, Islamabad, Pakistan",,,,9781450318488,,,"English","ACM Int. Conf. Proc. Ser.",Conference Paper,"Final",,Scopus,2-s2.0-84877279938
"Jamshidi P., Ghafari M., Ahmad A., Pahl C.","34880055700;49661276600;36760479100;55049859200;","A framework for classifying and comparing architecture-centric software evolution research",2013,"Proceedings of the European Conference on Software Maintenance and Reengineering, CSMR",,, 6498478,"305","314",,35,"10.1109/CSMR.2013.39","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877297051&doi=10.1109%2fCSMR.2013.39&partnerID=40&md5=2464ba78bb5dccee2921bc5a414e9976","Lero - The Irish Software Engineering Research Centre, School of Computing, Dublin City University, Ireland; DeepSE Group at DEI, Politecnico di Milano, Italy","Jamshidi, P., Lero - The Irish Software Engineering Research Centre, School of Computing, Dublin City University, Ireland; Ghafari, M., DeepSE Group at DEI, Politecnico di Milano, Italy; Ahmad, A., Lero - The Irish Software Engineering Research Centre, School of Computing, Dublin City University, Ireland; Pahl, C., Lero - The Irish Software Engineering Research Centre, School of Computing, Dublin City University, Ireland","Context: Software systems are increasingly required to operate in an open world, characterized by continuous changes in the environment and in the prescribed requirements. Architecture-centric software evolution (ACSE) is considered as an approach to support software adaptation at a controllable level of abstraction in order to survive in the uncertain environment. This requires evolution in system structure and behavior that can be modeled, analyzed and evolved in a formal fashion. Existing research and practices comprise a wide spectrum of evolution-centric approaches in terms of formalisms, methods, processes and frameworks to tackle ACSE as well as empirical studies to consolidate existing research. However, there is no unified framework providing systematic insight into classification and comparison of state-of-the-art in ACSE research. Objective: We present a taxonomic scheme for a classification and comparison of existing ACSE research approaches, leading to a reflection on areas of future research. Method: We performed a systematic literature review (SLR), resulting in 4138 papers searched and 60 peer-reviewed papers considered for data collection. We populated the taxonomic scheme based on a quantitative and qualitative extraction of data items from the included studies. Results: We identified five main classification categories: (i) type of evolution, (ii) type of specification, (iii) type of architectural reasoning, (iv) runtime issues, and (v) tool support. The selected studies are compared based on their claims and supporting evidences through the scheme. Conclusion: The classification scheme provides a critical view of different aspects to be considered when addressing specific ACSE problems. Besides, the consolidation of the ACSE evidences reflects current trends and the needs for future research directions. © 2013 IEEE.","Architecture-Centric Software Evolution; Evidence-Based and Empirical Study; Systematic Literature Review","Architecture-centric; Classification scheme; Empirical studies; Future research directions; Software Evolution; Systematic literature review; Systematic literature review (SLR); Uncertain environments; Computer software maintenance; Reengineering; Research","Lero - The Irish Software Engineering Research Centre, School of Computing, Dublin City UniversityIreland",,,15345351,9780769549484,,,"English","Proc. Eur. Conf. Software Maint. Reeng.",Conference Paper,"Final",,Scopus,2-s2.0-84877297051
"Nascimento A.S., Rubira C.M.F., Burrows R., Castor F.","35194462100;6602508577;35317008100;54945662000;","A systematic review of design diversity-based solutions for fault-tolerant SOAs",2013,"ACM International Conference Proceeding Series",,,,"107","118",,7,"10.1145/2460999.2461015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877261010&doi=10.1145%2f2460999.2461015&partnerID=40&md5=ee00a4d6c9c45ede0e612054fdc45305","Institute of Computing, University of Campinas, São Paulo, Brazil; Department of Computer Science, University of Bath, Bath, United Kingdom; Informatics Center, Federal University of Pernambuco, Recife, PE, Brazil","Nascimento, A.S., Institute of Computing, University of Campinas, São Paulo, Brazil; Rubira, C.M.F., Institute of Computing, University of Campinas, São Paulo, Brazil; Burrows, R., Department of Computer Science, University of Bath, Bath, United Kingdom; Castor, F., Informatics Center, Federal University of Pernambuco, Recife, PE, Brazil","Context: Over recent years, software developers have been evaluating the benefits of both Service-Oriented Architecture and software fault tolerance techniques based on design diversity by creating fault-tolerant composite services that leverage functionally equivalent services, or variant services. Three major design issues need to be considered while building software fault-tolerant architectures based on design diversity namely, selection and execution of variants and selection of an adjudication algorithm to determine the correct or adjudicated result from the variants. Each design issue, in turn, can be realized by a set of alternative design solutions, which present different degrees of quality requirements (e.g. memory consumption and reliability). Objective: To investigate whether existing approaches for fault-tolerant composite services support the above mentioned design issues and to provide a detailed classification of the analysed approaches. Method: A systematic literature review of diversity-based approaches for fault-tolerant composite services, which compose our primary studies. Results: We found 17 primary studies providing direct evidence about the research question. Our findings reveal that the primary studies support a wide variety of design decisions. For example, (i) variant services may be chosen at different points during the software lifecycle; (ii) both parallel and sequential execution schemes have been addressed; and (iii) a variety of adjudication mechanisms were found amongst the target papers. Conclusion: We build up a broad picture of what design issues have been addressed by existing diversity-based approaches for fault-tolerant composite services. Finally, practical issues and difficulties are summarized and directions for future work are suggested. Copyright 2013 ACM.","Composite services; Fault tolerance; SLR; SOA","Composite services; Detailed classification; Quality requirements; SLR; SOA; Software fault tolerances; Software life cycles; Systematic literature review; Computer software; Fault tolerance; Information services; Service oriented architecture (SOA); Design","Institute of Computing, University of Campinas, São Paulo, Brazil",,,,9781450318488,,,"English","ACM Int. Conf. Proc. Ser.",Conference Paper,"Final",,Scopus,2-s2.0-84877261010
