Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Rodriguez-Merchan E.C., Valentino L.A.","55355215200;7004797688;","Safety of radiation exposure after radiosynovectomy in paediatric patients with haemophilia",2015,"Haemophilia","21","4",,"411","418",,17,"10.1111/hae.12668","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931957151&doi=10.1111%2fhae.12668&partnerID=40&md5=db90e110e5b7e710edadb28365ba441d","Department of Orthopaedic Surgery, La Paz University Hospital, Madrid, Spain; Rush University, Chicago, IL, United States","Rodriguez-Merchan, E.C., Department of Orthopaedic Surgery, La Paz University Hospital, Madrid, Spain; Valentino, L.A., Rush University, Chicago, IL, United States","Summary: Many paediatric patients with haemophilia who might benefit from radiosynovectomy (RS) for the control of synovitis do not undergo the procedure as there is controversy in the literature regarding the safety of radiation exposure after two cases of acute lymphocytic leukaemia in children with haemophilia treated with 32P RS were reported. The purpose of this review was to analyse the safety of RS in paediatric patients with haemophilia and provide a risk-benefit assessment, which practitioners could apply to their patients. Children undergoing knee RS receive a radiation dose of approximately 0.74 mSv (90 megabecquerels-MBq) and elbow and ankle RSs a dose of approximately 0.32 mSv (30-40 MBq). The radiation dose from natural sources is approximately 2 mSv and the recommended limit for patients (apart from natural sources) is 1 mSv per year. The lifetime cancer risk increases about 0.5% per 100 mSv per year. Considering the risks and benefits of RS, the authors recommend that clinicians consider this procedure in children with inhibitors or in patients without inhibitors when bleeding is recurrent and persistent despite aggressive factor replacement. © 2015 John Wiley & Sons Ltd214 July 2015 10.1111/hae.12668 Review Article Review Articles © 2015 John Wiley & Sons Ltd.","Children; Haemophilia; Radiation exposure; Radiosynovectomy; Synovitis","blood clotting factor; chitosan ho 166; chromium phosphate p 32; gold 198; hydroxyapatite sm 153; phosphorus 32; radioisotope; rhenium 186; samarium 153; unclassified drug; yttrium 90; phosphorus; radiopharmaceutical agent; acute lymphoblastic leukemia; bacterial arthritis; cancer risk; childhood disease; chromosome aberration; genotoxicity; hemarthrosis; hemophilia; human; joint swelling; priority journal; quality of life; radiation dose; radiation exposure; radiation safety; radiosynovectomy; radiotherapy; range of motion; Review; risk assessment; risk benefit analysis; synovectomy; synovitis; systematic review; treatment outcome; chemistry; complication; hemophilia A; joint characteristics and functions; knee; pathophysiology; radiation exposure; radiography; synovitis; Hemophilia A; Humans; Knee Joint; Phosphorus Radioisotopes; Radiation Exposure; Radiopharmaceuticals; Range of Motion, Articular; Synovitis","Rodriguez-Merchan, E.C.; Department of Orthopaedic Surgery, La Paz University Hospital, Paseo de la Castellana 261, Spain",,"Blackwell Publishing Ltd",13518216,,HAEMF,"25854422","English","Haemophilia",Review,"Final",,Scopus,2-s2.0-84931957151
"Boell S.K., Cecez-Kecmanovic D.","26634668600;6603019470;","On being 'systematic' in literature reviews in IS",2015,"Journal of Information Technology","30","2",,"161","173",,116,"10.1057/jit.2014.26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930026775&doi=10.1057%2fjit.2014.26&partnerID=40&md5=a8761c33829dd3fe5fbdf059516f7cce","Discipline of Business Information Systems, The University of Sydney Business School, Sydney, NSW  2006, Australia; UNSW Business School, University of New South Wales, Sydney, Australia","Boell, S.K., Discipline of Business Information Systems, The University of Sydney Business School, Sydney, NSW  2006, Australia; Cecez-Kecmanovic, D., UNSW Business School, University of New South Wales, Sydney, Australia","General guidelines for conducting literature reviews often do not address the question of literature searches and dealing with a potentially large number of identified sources. These issues are specifically addressed by so-called systematic literature reviews (SLRs) that propose a strict protocol for the search and appraisal of literature. Moreover, SLRs are claimed to be a 'standardized method' for literature reviews that is replicable, transparent, objective, unbiased and rigorous, and thus superior to other approaches for conducting literature reviews. These are significant and consequential claims that - despite increasing adoption of SLRs - remained largely unnoticed in the information systems (IS) literature. The objective of this debate is to draw attention of the IS community to SLR's claims, to question their justification and reveal potential risks of their adoption. This is achieved by first examining the origins of SLR and the prescribed SLR process and then by critically assessing their claims and implications. In this debate, we show that SLRs are applicable and useful for a very specific kind of literature review, a meta study that identifies and summarizes evidence from earlier research. We also demonstrate that the claims that SLRs provide superior quality are not justified. More importantly, we argue that SLR as a general approach to conducting literature reviews is highly questionable, concealing significant perils. The paper cautions that SLR could undermine critical engagement with literature and what it means to be scholarly in academic work. © 2015 JIT Palgrave Macmillan.","conducting literature reviews; database searches; literature review; literature search; narrative literature review; systematic literature review (SLR); systematic review","Database searches; Literature reviews; Literature search; Systematic literature review (SLR); Systematic Review; Search engines","Boell, S.K.; Discipline of Business Information Systems, The University of Sydney Business SchoolAustralia",,"Palgrave Macmillan Ltd.",02683962,,,,"English","J. Inf. Technol.",Review,"Final",,Scopus,2-s2.0-84930026775
"Zangi H.A., Ndosi M., Adams J., Andersen L., Bode C., Boström C., Van Eijk-Hustings Y., Gossec L., Korandová J., Mendes G., Niedermann K., Primdahl J., Stoffer M., Voshaar M., Van Tubergen A.","26538224800;25960281200;55550757300;56650571800;7103274277;16738414700;36169682100;6602254276;15757373400;56650754500;55872900300;36622070600;55570957800;35176557300;6602075277;","EULAR recommendations for patient education for people with inflammatory arthritis",2015,"Annals of the Rheumatic Diseases","74","6",,"954","962",,102,"10.1136/annrheumdis-2014-206807","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84935015200&doi=10.1136%2fannrheumdis-2014-206807&partnerID=40&md5=6989dcac4331739b2de70087bc607d7c","Department of Rheumatology, National Advisory Unit on Rehabilitation in Rheumatology, Diakonhjemmet Hospital, PO Box 23 Vinderen, Oslo, 0319, Norway; School of Healthcare, University of Leeds, Leeds, United Kingdom; Leeds Institute of Rheumatic and Musculoskeletal Medicine, University of Leeds, Leeds, United Kingdom; Centre for Innovation and Leadership in Health, Faculty of Health Sciences, University of Southampton Highfield, Southampton, United Kingdom; Nyborg, Denmark; Department of Psychology, University of Twente, Health and Technology, Enschede, Netherlands; Division of Physiotherapy, Department of Neurobiology, Care Sciences and Society, Karolinska Institutet, Stockholm, Sweden; Department of Patient and Care, Department of Rheumatology, Maastricht University Medical Center, Maastricht, Netherlands; CAPHRI, School for Public Health and Primary Care, University of Maastricht, Maastricht, Netherlands; Sorbonne Universités, Institut Pierre Louis d'Epidémiologie et de Santé Publique, Paris, France; Department of Rheumatology, AP-HP, Pitié Salpêtrière Hospital, Paris, France; Institute of Rheumatology, Prague, Czech Republic; Department of National Team, Portuguese Cycling Federation, Lisbon, Portugal; Institute of Physiotherapy, School of Health Professions, Zurich University of Applied Sciences, Winterthur, Switzerland; Institute for Regional Health Research, University of Southern Denmark, Odense, Denmark; Hospital of Southern Jutland, Aabenraa, Denmark; King Christian X's Hospital for Rheumatic Diseases, Graasten, Denmark; Division of Rheumatology, Department of Medicine 3, Medical University of Vienna, Vienna, Austria; Department of Psychology, Health and Technology, University of Twente, Enschede, Netherlands; Department of Medicine, Division of Rheumatology, Maastricht University Medical Center, Maastricht, Netherlands","Zangi, H.A., Department of Rheumatology, National Advisory Unit on Rehabilitation in Rheumatology, Diakonhjemmet Hospital, PO Box 23 Vinderen, Oslo, 0319, Norway; Ndosi, M., School of Healthcare, University of Leeds, Leeds, United Kingdom, Leeds Institute of Rheumatic and Musculoskeletal Medicine, University of Leeds, Leeds, United Kingdom; Adams, J., Centre for Innovation and Leadership in Health, Faculty of Health Sciences, University of Southampton Highfield, Southampton, United Kingdom; Andersen, L., Nyborg, Denmark; Bode, C., Department of Psychology, University of Twente, Health and Technology, Enschede, Netherlands; Boström, C., Division of Physiotherapy, Department of Neurobiology, Care Sciences and Society, Karolinska Institutet, Stockholm, Sweden; Van Eijk-Hustings, Y., Department of Patient and Care, Department of Rheumatology, Maastricht University Medical Center, Maastricht, Netherlands, CAPHRI, School for Public Health and Primary Care, University of Maastricht, Maastricht, Netherlands; Gossec, L., Sorbonne Universités, Institut Pierre Louis d'Epidémiologie et de Santé Publique, Paris, France, Department of Rheumatology, AP-HP, Pitié Salpêtrière Hospital, Paris, France; Korandová, J., Institute of Rheumatology, Prague, Czech Republic; Mendes, G., Department of National Team, Portuguese Cycling Federation, Lisbon, Portugal; Niedermann, K., Institute of Physiotherapy, School of Health Professions, Zurich University of Applied Sciences, Winterthur, Switzerland; Primdahl, J., Institute for Regional Health Research, University of Southern Denmark, Odense, Denmark, Hospital of Southern Jutland, Aabenraa, Denmark, King Christian X's Hospital for Rheumatic Diseases, Graasten, Denmark; Stoffer, M., Division of Rheumatology, Department of Medicine 3, Medical University of Vienna, Vienna, Austria; Voshaar, M., Department of Psychology, Health and Technology, University of Twente, Enschede, Netherlands; Van Tubergen, A., Department of Medicine, Division of Rheumatology, Maastricht University Medical Center, Maastricht, Netherlands","Objectives: The task force aimed to: (1) develop evidence-based recommendations for patient education (PE) for people with inflammatory arthritis, (2) identify the need for further research on PE and (3) determine health professionals' educational needs in order to provide evidence-based PE. Methods: A multidisciplinary task force, representing 10 European countries, formulated a definition for PE and 10 research questions that guided a systematic literature review (SLR). The results from the SLR were discussed and used as a basis for developing the recommendations, a research agenda and an educational agenda. The recommendations were categorised according to level and strength of evidence graded from A (highest) to D (lowest). Task force members rated their agreement with each recommendation from 0 (total disagreement) to 10 (total agreement). Results: Based on the SLR and expert opinions, eight recommendations were developed, four with strength A evidence. The recommendations addressed when and by whom PE should be offered, modes and methods of delivery, theoretical framework, outcomes and evaluation. A high level of agreement was achieved for all recommendations (mean range 9.4-9.8). The task force proposed a research agenda and an educational agenda. Conclusions: The eight evidence-based and expert opinion-based recommendations for PE for people with inflammatory arthritis are intended to provide a core framework for the delivery of PE and training for health professionals in delivering PE across Europe. © 2015, BMJ Publishing Group. All rights reserved.",,"Article; education program; Europe; evidence based medicine; health care delivery; health care personnel; human; medical education; medical literature; medical research; patient education; priority journal; program development; public opinion; rheumatoid arthritis; systematic review; advisory committee; ankylosing spondylitis; arthritis; clinical competence; education; patient education; practice guideline; rheumatic disease; rheumatoid arthritis; rheumatology; standards; Advisory Committees; Arthritis; Arthritis, Rheumatoid; Clinical Competence; Europe; Evidence-Based Medicine; Humans; Patient Education as Topic; Rheumatic Diseases; Rheumatology; Spondylitis, Ankylosing","Zangi, H.A.; Department of Rheumatology, National Advisory Unit on Rehabilitation in Rheumatology, Diakonhjemmet Hospital, PO Box 23 Vinderen, Norway",,"BMJ Publishing Group",00034967,,ARDIA,"25735643","English","Ann. Rheum. Dis.",Article,"Final",Open Access,Scopus,2-s2.0-84935015200
"Shi Z.-R., Cao C.-X., Tan G.-Z., Wang L.","56005842200;56597360200;25961173900;12808431200;","The association of serum anti-ribosomal P antibody with clinical and serological disorders in systemic lupus erythematosus: A systematic review and meta-analysis",2015,"Lupus","24","6",,"588","596",,18,"10.1177/0961203314560003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928007087&doi=10.1177%2f0961203314560003&partnerID=40&md5=4795d3372b0fdf1793f6edb0b8bdec17","Department of Dermatology, Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, China","Shi, Z.-R., Department of Dermatology, Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, China; Cao, C.-X., Department of Dermatology, Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, China; Tan, G.-Z., Department of Dermatology, Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, China; Wang, L., Department of Dermatology, Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, China","Objective: Anti-ribosomal P (anti-P) antibody is a serological specific marker of systemic lupus erythematosus (SLE). The aim of this study is to investigate the association of this antibody with clinical and serological disorders in SLE. Methods: All relevant literature was retrieved from PubMed, EMBASE, Web of Science and CNKI databases. The qualities of these studies were evaluated using a modified version of the Newcastle-Ottawa scale. The associations of anti-P antibody with clinical and serological disorders were determined by the pooled odds ratio (OR) and the confidence interval (CI) calculated using meta-analysis with the Mantel-Haenszel method. Results: Sixteen cohort studies with 2355 patients were included in this study. Malar rash, oral ulcer and photosensitivity were strongly associated with serum anti-P antibody, with OR (95% CI) values of 2.05 (1.42-2.92), 1.49 (1.05-2.13) and 1.44 (1.08-1.91), respectively. Arthritis and renal involvement were not associated with anti-P antibody, whereas a high heterogeneity was observed due to ethnicity and publication bias, respectively. Neuropsychiatric SLE (NPSLE), hepatic involvement, anti-dsDNA, anti-Sm and anticardiolipin antibodies (aCL) were observed more frequently in anti-P positive patients than in negative patients. Studies on hepatic involvement showed a low precision with substantially broad CI (2.56-11.2). A high heterogeneity presented among studies on NPSLE, anti-Sm and aCL. Conclusions: Anti-P antibody is significantly associated with malar rash, oral ulcer, photosensitivity and serum anti-dsDNA antibody, and potentially associated with NPSLE, hepatic damage, serum anti-Sm and aCL. © The Author(s), 2014.","anti-ribosomal P (anti-P) antibody; Meta-analysis; systemic lupus erythematosus","cardiolipin antibody; double stranded DNA antibody; protein antibody; ribosome protein; ribosome protein antibody; Sm antibody; unclassified drug; autoantibody; biological marker; ribosome protein; African American; antibody blood level; arthritis; Article; Asian; clinical feature; cohort analysis; correlation analysis; ethnicity; European; human; kidney disease; liver injury; malar rash; meta analysis; mouth ulcer; photosensitivity; priority journal; rash; serology; systematic review; systemic lupus erythematosus; blood; enzyme linked immunosorbent assay; immunoblotting; immunology; odds ratio; pathology; procedures; psychology; systemic lupus erythematosus; Autoantibodies; Biomarkers; Cohort Studies; Enzyme-Linked Immunosorbent Assay; Humans; Immunoblotting; Lupus Erythematosus, Systemic; Odds Ratio; Ribosomal Proteins","Wang, L.107 Yanjiang Rd W, China",,"SAGE Publications Ltd",09612033,,LUPUE,"25406488","English","Lupus",Article,"Final",,Scopus,2-s2.0-84928007087
"Hasan M.M.","57213529665;","ICTD Systems Development: Analysis of Requirements Elicitation Approaches",2015,"ACM International Conference Proceeding Series","15",, 39,"","",,,"10.1145/2737856.2737886","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955305428&doi=10.1145%2f2737856.2737886&partnerID=40&md5=9b3b2a7d83f89fde76417810eb706100","Harokopio University of Athens Greece, Department of Informatics and Telematics, Greece","Hasan, M.M., Harokopio University of Athens Greece, Department of Informatics and Telematics, Greece","Information and Communication Technologies and Development (ICTD) has created enormous potential in the expansion of socio- economic opportunities for larger group of underprivileged and isolated population. In spite of the high expectations, there have been some noticeable disappointments in the number of ICTD projects for their poor qualities caused by not fully aware of the requirements and their elicitation process in the system development. This paper identifies the documented requirements elicitation approaches and provides an analysis of a strategic methodological process of requirements elicitation applicable in the ICTD systems development. This paper is based on a Systematic Literature Review (SLR) of documented requirements elicitation approaches in the literature. The results and analysis of this paper contribute in the requirements elicitation process by serving the ICTD project developer as the means of understanding the system development requirements, their elicitation process, and deriving appropriate methods and tools for requirements elicitation.","ICTD; Information and Communication Technologies and Development; Requirements Elicitation Approaches; System Development Requirements; Systematic Literature Review","Computer programming; ICTD; Information and Communication Technologies; Requirements elicitation; System development; Systematic literature review; Requirements engineering","Hasan, M.M.; Harokopio University of Athens Greece, Department of Informatics and TelematicsGreece; email: m.hasan@hua.gr",,"Association for Computing Machinery",,9781450331630,,,"English","ACM Int. Conf. Proc. Ser.",Conference Paper,"Final",,Scopus,2-s2.0-84955305428
"Lehrig S., Eikerling H., Becker S.","55747484400;57191493196;55424725500;","Scalability, elasticity, and efficiency in cloud computing: A systematic literature review of definitions and metrics",2015,"QoSA 2015 - Proceedings of the 11th International ACM SIGSOFT Conference on Quality of Software Architectures, Part of CompArch 2015",,,,"83","92",,40,"10.1145/2737182.2737185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958275263&doi=10.1145%2f2737182.2737185&partnerID=40&md5=f291425ed26a44dc69d03d92401e3655","Chemnitz University of Technology, Chemnitz, Germany","Lehrig, S., Chemnitz University of Technology, Chemnitz, Germany; Eikerling, H., Chemnitz University of Technology, Chemnitz, Germany; Becker, S., Chemnitz University of Technology, Chemnitz, Germany","Context: In cloud computing, there is a multitude of definitions and metrics for scalability, elasticity, and efficiency. However, stakeholders have little guidance for choosing fitting definitions and metrics for these quality properties, thus leading to potential misunderstandings. For example, cloud consumers and providers cannot negotiate reliable and quantitative service level objectives directly understood by each stakeholder. Objectives: Therefore, we examine existing definitions and metrics for these quality properties from the viewpoint of cloud consumers, cloud providers, and software architects with regard to commonly used concepts. Methods: We execute a systematic literature review (SLR), reproducibly collecting common concepts in definitions and metrics for scalability, elasticity, and efficiency. As quality selection criteria, we assess whether existing literature differentiates the three properties, exemplifies metrics, and considers typical cloud characteristics and cloud roles. Results: Our SLR yields 418 initial results from which we select 20 for in-depth evaluation based on our quality selection criteria. In our evaluation, we recommend concepts, definitions, and metrics for each property. Conclusions: Software architects can use our recommendations to analyze the quality of cloud computing applications. Cloud providers and cloud consumers can specify service level objectives based on our metric suggestions. Copyright © 2015 ACM.","Cloud; Definitions; Metrics; Systematic literature review","Application programs; Cloud computing; Clouds; Collector efficiency; Efficiency; Elasticity; Quality control; Scalability; Software architecture; Definitions; Metrics; Quality properties; Selection criteria; Service level objective; Software architects; Systematic literature review; Systematic literature review (SLR); Distributed computer systems",,,"Association for Computing Machinery, Inc",,9781450334709,,,"English","QoSA - Proc. Int. ACM SIGSOFT Conf. Qual. Softw. Archit., Part CompArch",Conference Paper,"Final",,Scopus,2-s2.0-84958275263
"Siavashi F., Truscan D.","56204308800;6508330976;","Environment modeling in model-based testing: Concepts, prospects and research challenges: A systematic literature review",2015,"ACM International Conference Proceeding Series","27-29-April-2015",, a30,"","",,4,"10.1145/2745802.2745830","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961157297&doi=10.1145%2f2745802.2745830&partnerID=40&md5=775e39a5e500e205400d6f8e407a0a2d","Abo Akademi University, Joukahainengatan 3-5, Turku, 20520, Finland","Siavashi, F., Abo Akademi University, Joukahainengatan 3-5, Turku, 20520, Finland; Truscan, D., Abo Akademi University, Joukahainengatan 3-5, Turku, 20520, Finland","In this paper, we describe a systematic literature review (SLR) on the use of environment models in model-based testing (MBT). By applying selection criteria, we narrowed down the identified studies from two hundred ninety seven papers to sixty one papers which are used in this analysis. The results show that environment models are especially useful in testing systems with high complexity and nondeterministic behaviors in terms of facilitating automatic test generation. However, building environment models is not a trivial task due to the lack of a systematic methodology and of supporting tools for automation. Copyright 2015 ACM.","Environment model; Model-based testing; Software testing; Systematic literature review","Model checking; Software engineering; Automatic test generation; Building environment; Environment modeling; Model based testing; Nondeterministic behavior; Systematic literature review; Systematic literature review (SLR); Systematic methodology; Software testing",,,"Association for Computing Machinery",,9781450333504,,,"English","ACM Int. Conf. Proc. Ser.",Conference Paper,"Final",,Scopus,2-s2.0-84961157297
"Zhou Y., Zhang H., Huang X., Yang S., Babar M.A., Tang H.","56242898100;55685593500;56242675200;57183234700;6602842620;56389688700;","Quality assessment of systematic reviews in software engineering: A tertiary study",2015,"ACM International Conference Proceeding Series","27-29-April-2015",, a14,"","",,17,"10.1145/2745802.2745815","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961170647&doi=10.1145%2f2745802.2745815&partnerID=40&md5=719befaf6fb40802406a96a84c4b4347","Software Institute, Nanjing University, Nanjing, Jiangsu, China; School of Computer Science, University Adelaide, Australia","Zhou, Y., Software Institute, Nanjing University, Nanjing, Jiangsu, China; Zhang, H., Software Institute, Nanjing University, Nanjing, Jiangsu, China; Huang, X., Software Institute, Nanjing University, Nanjing, Jiangsu, China; Yang, S., Software Institute, Nanjing University, Nanjing, Jiangsu, China; Babar, M.A., School of Computer Science, University Adelaide, Australia; Tang, H., Software Institute, Nanjing University, Nanjing, Jiangsu, China","Context: The quality of an Systematic Literature Review (SLR) is as good as the quality of the reviewed papers. Hence, it is vital to rigorously assess the papers included in an SLR. There has been no tertiary study aimed at re- porting the state of the practice of quality assessment used in SLRs in Software Engineering (SE). Objective: We aimed to study the practices of quality as- sessment of the papers included in SLRs in SE. Method: We conducted a tertiary study of the SLRs that have performed quality assessment of the reviewed papers. Results: We identified and analyzed different aspects of the quality assessment of the papers included in 127 SLRs. Conclusion: Researchers use a variety of strategies for quality assessment of the papers reviewed, but report lit- tle about the justification for the used criteria. The focus is creditability but not relevance aspect of the papers. Appro- priate guidelines are required for devising quality assessment strategies. Copyright 2015 ACM.",,"Paper; Quality assessment; State of the practice; Systematic literature review (SLR); Systematic Review; Tertiary study; Software engineering",,,"Association for Computing Machinery",,9781450333504,,,"English","ACM Int. Conf. Proc. Ser.",Conference Paper,"Final",,Scopus,2-s2.0-84961170647
"Liu G., Rong G., Zhang H., Shan Q.","57183218300;36987162200;55685593500;57183788000;","The adoption of capture-recapture in software engineering: A systematic literature review",2015,"ACM International Conference Proceeding Series","27-29-April-2015",, a15,"","",,7,"10.1145/2745802.2745816","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961179776&doi=10.1145%2f2745802.2745816&partnerID=40&md5=aa013f030881c6eaed91580ac348d94a","Software Institute, Nanjing University, Nanjing, Jiangsu, China; Key Lab on Novel Software Techniques, Nanjing University, Nanjing, Jiangsu, China","Liu, G., Software Institute, Nanjing University, Nanjing, Jiangsu, China; Rong, G., Key Lab on Novel Software Techniques, Nanjing University, Nanjing, Jiangsu, China; Zhang, H., Software Institute, Nanjing University, Nanjing, Jiangsu, China; Shan, Q., Software Institute, Nanjing University, Nanjing, Jiangsu, China","Context: Capture-recapture method has long been adopted in software engineering as a relatively objective way for de- fect estimation. While many relevant studies have been carried out to evaluate various capture-recapture models and estimators, there still lacks common understanding on the adoption status of the method in software engineering. It is necessary to systematically collect empirical evidence of Capture-recapture adoption hence form necessary under- standing on the method. Objective: This study aims to synthesize relevant primary studies on the adoption of capture-recapture method in soft- ware engineering, and try to identify possible gaps between the state-of-practice and the state-of-art so as to provide clues for future research. Method: By following the guidelines of Kitchenham, we conducted a Systematic Literature Review(SLR) on studies of the adoption of capture-recapture method in software en- gineering. Results: From 5 common digital libraries, we retrieved 506 published articles, among them 44 were identified as relevant primary studies. We identified 18 capture-recapture estima- tors under 4 basic models. Types of the currently existing studies as well as the relevant in uencing factors to adoption of the capture-recapture method are also discussed. Conclusion: Results show that there are no conclusive de- cisions on the best capture-recapture models and estimators. Besides, the number of inspectors and their capability to de- tect defects as well as the difficulty to detect defects are most critical in uencing factors. In addition, lacking of industrial application may be the major issue of current adoption sta- tus of capture-recapture method in software engineering. Copyright 2015 ACM.","Capture-recapture method; Defect estimation; Software inspection; Systematic literature review","Application programs; Computer software selection and evaluation; Defects; Digital libraries; Capture-recapture method; Capture-recapture models; Defect estimations; Difficulty to detect; Software inspection; State of practice; Systematic literature review; Systematic literature review (SLR); Software engineering",,,"Association for Computing Machinery",,9781450333504,,,"English","ACM Int. Conf. Proc. Ser.",Conference Paper,"Final",,Scopus,2-s2.0-84961179776
"Usman M., Mendes E., Börstler J.","56844860100;7103403410;6603198801;","Effort estimation in Agile software development: A survey on the state of the practice",2015,"ACM International Conference Proceeding Series","27-29-April-2015",, a12,"","",,26,"10.1145/2745802.2745813","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961114932&doi=10.1145%2f2745802.2745813&partnerID=40&md5=6a8e6f26dbad202da67aac01a3db9bcc","Blekinge Institute of Technology, Karlskrona, 371 79, Sweden","Usman, M., Blekinge Institute of Technology, Karlskrona, 371 79, Sweden; Mendes, E., Blekinge Institute of Technology, Karlskrona, 371 79, Sweden; Börstler, J., Blekinge Institute of Technology, Karlskrona, 371 79, Sweden","Context: There are numerous studies on effort estimation in Agile Software Development (ASD) and the state of the art in this area has been recently documented in a Systematic Literature Review (SLR). However, to date there are no studies on the state of the practice in this area, focusing on similar issues to those investigated in the above-mentioned SLR. Objectives: The aim of this paper is to report on the state of the practice on effort estimation in ASD, focusing on a wide range of aspects such as the estimation techniques and effort predictors used, to name a few. Method: A survey was carried out using as instrument an on-line questionnaire answered by agile practitioners who have experience in effort estimation. Results: Data was collected from 60 agile practitioners from 16 different countries, and the main findings are: 1) Planning poker (63%), analogy (47%) and expert judgment (38%) are frequently practiced estimation techniques in ASD; 2) Story points is the most frequently (62%) employed size metric, used solo or in combination with other metrics (e.g., function points); 3) Team's expertise level and prior experience are most commonly used cost drivers; 4) 52% of the respondents believe that their effort estimates on average are under/over estimated by an error of 25% or more; 5) Most agile teams take into account implementation and testing activities during effort estimation; and 6) Estimation is mostly performed at sprint and release planning levels in ASD. Conclusions: Estimation techniques that rely on experts' subjective assessment are the ones used the most in ASD, with effort underestimation being the dominant trend. Further, the use of multiple techniques in combination and story points seem to present a positive association with estimation accuracy, and team-related cost drivers are the ones used by most agile teams. Finally, requirements and management related issues are perceived as the main reasons for inaccurate estimates. Copyright 2015 ACM.",,"Cost benefit analysis; Cost estimating; Software design; Surveys; Agile software development; Effort Estimation; Estimation techniques; Online questionnaire; State of the art; State of the practice; Subjective assessments; Systematic literature review (SLR); Software engineering",,,"Association for Computing Machinery",,9781450333504,,,"English","ACM Int. Conf. Proc. Ser.",Conference Paper,"Final",,Scopus,2-s2.0-84961114932
"Grover A., Joshi A.","57206372441;35269056300;","An overview of chronic disease models: a systematic literature review",2015,"Global journal of health science","7","2",,"210","227",,43,"10.5539/gjhs.v7n2p210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928300598&doi=10.5539%2fgjhs.v7n2p210&partnerID=40&md5=66c4ea57f7f8b9d4c42905b1c9df5787",". ashish.joshi@unmc.edu","Grover, A., . ashish.joshi@unmc.edu; Joshi, A., . ashish.joshi@unmc.edu","AIMS: The objective of our study was to examine various existing chronic disease models, their elements and their role in the management of Diabetes, Chronic Obstructive Pulmonary Disease (COPD), and Cardiovascular diseases (CVD).METHODS: A literature search was performed using PubMed and CINHAL during a period of January 2003- March 2011. Following key terms were used either in single or in combination such as ""Chronic Disease Model"" AND ""Diabetes Mellitus"" OR ""COPD"" OR ""CVD"".RESULTS: A total of 23 studies were included in the final analysis. Majority of the studies were US-based. Five chronic disease models included Chronic Care Model (CCM), Improving Chronic Illness Care (ICIC), and Innovative Care for Chronic Conditions (ICCC), Stanford Model (SM) and Community based Transition Model (CBTM). CCM was the most studied model. Elements studied included delivery system design and self-management support (87%), clinical information system and decision support (57%) and health system organization (52%). Elements including center care on the patient and family (13%), patient safety (4%), community policies (4%), built integrated health care (4%) and remote patient monitoring (4%) have not been well studied. Other elements including support paradigm shift, manage political environment, align sectoral policies for health, use healthcare personnel more effectively, support patients in their communities, emphasize prevention, identify patient specific concerns related to the transition process, and health literacy between visits and treatments have also not been well studied in the existing literature.CONCLUSIONS: It was unclear to what extent the results generated is applicable to different populations and locations and therefore is an area of future research. Future studies are also needed to test chronic disease models in settings where more racially and ethnically representative patients receive chronic care. Future program development should also include information on other barriers including transportation issues, finances and lack of services.",,"Cardiovascular Diseases; chronic disease; decision support system; diabetes mellitus; human; medical informatics; procedures; Pulmonary Disease, Chronic Obstructive; self care; theoretical model; Cardiovascular Diseases; Chronic Disease; Decision Support Systems, Clinical; Diabetes Mellitus; Humans; Medical Informatics; Models, Theoretical; Pulmonary Disease, Chronic Obstructive; Self Care",,,,19169736,,,"25716407","English","Glob J Health Sci",Review,"Final",Open Access,Scopus,2-s2.0-84928300598
