Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Jiang Y., Deng W., Wang J., Zhu B.","57190565558;35229007600;57202342421;51666195400;","Studies on Drivers' Driving Styles Based on Inverse Reinforcement Learning",2018,"SAE Technical Papers","2018-April",,,"","",,,"10.4271/2018-01-0612","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045526693&doi=10.4271%2f2018-01-0612&partnerID=40&md5=b739715ea81417e25a5fbccb4160734d","Jilin University, China; General Motors LLC, China","Jiang, Y., Jilin University, China; Deng, W., Jilin University, China; Wang, J., General Motors LLC, China; Zhu, B., Jilin University, China",,"Accident prevention; Automobile drivers; Automotive industry; Behavioral research; Boltzmann equation; Highway accidents; Human computer interaction; Inverse problems; Maximum likelihood; Reinforcement learning; Boltzmann distribution; Driving characteristics; Inverse reinforcement learning; Longitudinal acceleration; Longitudinal driving; Physical approaches; Reinforcement Learning theories; Surrounding environment; Advanced driver assistance systems",Conference Paper,"Final",,Scopus,2-s2.0-85045526693
"Yang J., Ye X., Trivedi R., Xu H., Zha H.","57202454087;57205479712;36976457200;55430229800;57201737688;","Learning deep mean field games for modeling large population behavior",2018,"6th International Conference on Learning Representations, ICLR 2018 - Conference Track Proceedings",,,,"","",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071178232&partnerID=40&md5=2abd6f849f34b2037d638fe5714c4315","Georgia Institute of Technology, United States; Georgia State University, United States","Yang, J., Georgia Institute of Technology, United States; Ye, X., Georgia State University, United States; Trivedi, R., Georgia Institute of Technology, United States; Xu, H., Georgia Institute of Technology, United States; Zha, H., Georgia Institute of Technology, United States",,"Game theory; Inverse problems; Markov processes; Population distribution; Population statistics; Reinforcement learning; Collective behavior; Discrete state space; Inverse reinforcement learning; Large population; Markov Decision Processes; Mean field games; Real-world system; Temporal evolution; Deep learning",Conference Paper,"Final",,Scopus,2-s2.0-85071178232
"Malik D., Palaniappan M., Fisac J.F., Hadfield-Menell D., Russell S., Dragan A.D.","57204799631;57204809339;56692857500;55921863400;7401538237;55193779100;","An efficient, generalized bellman update for cooperative inverse reinforcement learning",2018,"35th International Conference on Machine Learning, ICML 2018","8",,,"5435","5443",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057282681&partnerID=40&md5=81944ea55dc9e370b62bf02d9e041d66","Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, United States","Malik, D., Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, United States; Palaniappan, M., Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, United States; Fisac, J.F., Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, United States; Hadfield-Menell, D., Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, United States; Russell, S., Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, United States; Dragan, A.D., Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, United States",,"Artificial intelligence; Game theory; Human robot interaction; Inverse problems; Reinforcement learning; Alignment Problems; Exponential factors; Full informations; Inverse reinforcement learning; Non trivial problems; Parameter spaces; Specific properties; Two-player games; Behavioral research",Conference Paper,"Final",,Scopus,2-s2.0-85057282681
"Haug L., Tschiatschek S., Singla A.","56462485700;54917447400;24766779100;","Teaching inverse reinforcement learners via features and demonstrations",2018,"Advances in Neural Information Processing Systems","2018-December",,,"8464","8473",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064831957&partnerID=40&md5=90044c43b1aa2fbdd1dec2dc76405c5e","Department of Computer Science, ETH Zurich, Switzerland; Microsoft Research, Cambridge, United Kingdom; Max Planck Institute for Software Systems, Saarbrücken, Germany","Haug, L., Department of Computer Science, ETH Zurich, Switzerland; Tschiatschek, S., Microsoft Research, Cambridge, United Kingdom; Singla, A., Max Planck Institute for Software Systems, Saarbrücken, Germany",,"Inverse problems; Reinforcement learning; Risk assessment; Inverse reinforcement learning; Learning from demonstration; Near-optimal; Near-optimal policies; Reward function; Standard algorithms; Suboptimality; Demonstrations",Conference Paper,"Final",,Scopus,2-s2.0-85064831957
"Petousis P., Han S.X., Hsu W., Bui A.A.T.","57190854336;56612535000;55841504400;7005377593;","Generating Reward Functions using IRL Towards Individualized Cancer Screening",2018,"CEUR Workshop Proceedings","2142",,,"109","120",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050910657&partnerID=40&md5=d9de0fc1ce69803507ac1e1f9016ec18","UCLA Bioengineering Department, Los Angeles, CA  90095, United States; UCLA Department of Radiological Sciences, Los Angeles, CA  90095, United States","Petousis, P., UCLA Bioengineering Department, Los Angeles, CA  90095, United States; Han, S.X., UCLA Bioengineering Department, Los Angeles, CA  90095, United States; Hsu, W., UCLA Bioengineering Department, Los Angeles, CA  90095, United States, UCLA Department of Radiological Sciences, Los Angeles, CA  90095, United States; Bui, A.A.T., UCLA Bioengineering Department, Los Angeles, CA  90095, United States, UCLA Department of Radiological Sciences, Los Angeles, CA  90095, United States","Cancer screening; Maximum entropy inverse reinforcement learning; Partially-observable Markov decision processes","Behavioral research; Biological organs; Decision making; Intrusion detection; Markov processes; Reinforcement learning; Adaptive step size; Breast cancer screening; Cancer screening; False positive rates; Inverse reinforcement learning; Multiplicative model; Partially observable Markov decision process; Unintended consequences; Diseases",Conference Paper,"Final",,Scopus,2-s2.0-85050910657
"Lin H.-I., Nguyen X.-A., Chen W.-K.","24780828300;57192820181;56027664700;","Active intention inference for robot-human collaboration",2018,"International Journal of Computational Methods and Experimental Measurements","6","4",,"772","784",,,"10.2495/CMEM-V6-N4-772-784","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064214841&doi=10.2495%2fCMEM-V6-N4-772-784&partnerID=40&md5=b4a049894f1ec7805e4e4a5df4e4d8f8","Graduate Institute of Automation Technology, National Taipei University of Technology, Taipei, Taiwan","Lin, H.-I., Graduate Institute of Automation Technology, National Taipei University of Technology, Taipei, Taiwan; Nguyen, X.-A., Graduate Institute of Automation Technology, National Taipei University of Technology, Taipei, Taiwan; Chen, W.-K., Graduate Institute of Automation Technology, National Taipei University of Technology, Taipei, Taiwan","Human gesture recognition; Human-robot collaboration; Markov decision process",,Article,"Final",Open Access,Scopus,2-s2.0-85064214841
"Rhinehart N., Kitani K.M.","56743358400;15835267300;","First-Person Activity Forecasting with Online Inverse Reinforcement Learning",2017,"Proceedings of the IEEE International Conference on Computer Vision","2017-October",, 8237661,"3716","3725",,20,"10.1109/ICCV.2017.399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041899383&doi=10.1109%2fICCV.2017.399&partnerID=40&md5=3bae9da81be00c91f5f10c896e53d69a","Robotics Institute, Carnegie Mellon University, Pittsburgh, PA  15213, United States","Rhinehart, N., Robotics Institute, Carnegie Mellon University, Pittsburgh, PA  15213, United States; Kitani, K.M., Robotics Institute, Carnegie Mellon University, Pittsburgh, PA  15213, United States",,"Behavioral research; Computer vision; Forecasting; Inverse problems; Reinforcement learning; Semantics; Activity forecasting; Daily behaviors; Inverse reinforcement learning; Long-term goals; Modeling and forecasting; Space and time; Streaming data; Visual observations; E-learning",Conference Paper,"Final",,Scopus,2-s2.0-85041899383
"Zeng K.-H., Shen W.B., Huang D.-A., Sun M., Niebles J.C.","57191475620;57208007751;57213498113;8321522800;22234659400;","Visual Forecasting by Imitating Dynamics in Natural Sequences",2017,"Proceedings of the IEEE International Conference on Computer Vision","2017-October",, 8237588,"3018","3027",,7,"10.1109/ICCV.2017.326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041931020&doi=10.1109%2fICCV.2017.326&partnerID=40&md5=08135a8842b8991962da0998c726faab","Stanford University, United States; National Tsing Hua University, China","Zeng, K.-H., Stanford University, United States, National Tsing Hua University, China; Shen, W.B., Stanford University, United States; Huang, D.-A., Stanford University, United States; Sun, M., National Tsing Hua University, China; Niebles, J.C., Stanford University, United States",,"Computer vision; Dynamic programming; Dynamics; Forecasting; Inverse problems; Reinforcement learning; Semantics; Action anticipations; Computational bottlenecks; Continuous state-action spaces; Dual formulations; Feature representation; Gradient computation; Inverse reinforcement learning; Level of abstraction; Pixels",Conference Paper,"Final",,Scopus,2-s2.0-85041931020
"Nam C., Walker P., Lewis M., Sycara K.","35590319700;54785528900;57200329926;7006431929;","Predicting trust in human control of swarms via inverse reinforcement learning",2017,"RO-MAN 2017 - 26th IEEE International Symposium on Robot and Human Interactive Communication","2017-January",,,"528","533",,2,"10.1109/ROMAN.2017.8172353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045762040&doi=10.1109%2fROMAN.2017.8172353&partnerID=40&md5=b14fde749d9be2526be024136c488c8d","Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, United States; School of Information Science, University of PittsburghPA, United States","Nam, C., Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, United States; Walker, P., School of Information Science, University of PittsburghPA, United States; Lewis, M., School of Information Science, University of PittsburghPA, United States; Sycara, K., Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, United States",,"Learning algorithms; Markov processes; Robots; Human-in-the-loop; Inverse reinforcement learning; Markov Decision Processes; Operator control; Physical characteristics; Physical parameters; Search missions; Task performance; Reinforcement learning",Conference Paper,"Final",,Scopus,2-s2.0-85045762040
"Inga J., Köpf F., Flad M., Hohmann S.","57188985251;57201292669;6603246805;56027574000;","Individual human behavior identification using an inverse reinforcement learning method",2017,"2017 IEEE International Conference on Systems, Man, and Cybernetics, SMC 2017","2017-January",,,"99","104",,3,"10.1109/SMC.2017.8122585","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044202103&doi=10.1109%2fSMC.2017.8122585&partnerID=40&md5=a08f6e202a8945f74f285a104624c29a","Institute of Control Systems, Karlsruhe Institute of Technology, Karlsruhe, Germany","Inga, J., Institute of Control Systems, Karlsruhe Institute of Technology, Karlsruhe, Germany; Köpf, F., Institute of Control Systems, Karlsruhe Institute of Technology, Karlsruhe, Germany; Flad, M., Institute of Control Systems, Karlsruhe Institute of Technology, Karlsruhe, Germany; Hohmann, S., Institute of Control Systems, Karlsruhe Institute of Technology, Karlsruhe, Germany","Human behavior identification; Inverse optimal control; Inverse reinforcement learning; Shared control","Cost functions; Costs; Cybernetics; Inverse problems; Navigation; Reinforcement learning; Human behaviors; Human machine interaction; Inverse reinforcement learning; Inverse-optimal control; Movement trajectories; Optimal control theory; Reference trajectories; Shared control; Behavioral research",Conference Paper,"Final",,Scopus,2-s2.0-85044202103
"Pang Y., Yabe T., Tsubouchi K., Sekimoto Y.","57196486490;57189643794;24315190800;53364561900;","Modeling and reproducing human daily travel behavior from GPS data: A markov decision process approach",2017,"Proceedings of the 1st ACM SIGSPATIAL Workshop on Prediction of Human Mobility, PredictGIS 2017","2017-January",,,"","",,,"10.1145/3152341.3152347","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050971626&doi=10.1145%2f3152341.3152347&partnerID=40&md5=ed62d514ac52e551346fc444dbde1d21","Department of Civil Engineering, University of Tokyo, 4-6-1, Komaba, Meguro, Tokyo, 153-8505, Japan; Yahoo Japan Corporation, Chiyoda, Tokyo, Japan; Institute of Industrial Science, University of Tokyo, 4-6-1, Komaba, Meguro, Tokyo, 153-8505, Japan","Pang, Y., Department of Civil Engineering, University of Tokyo, 4-6-1, Komaba, Meguro, Tokyo, 153-8505, Japan; Yabe, T., Department of Civil Engineering, University of Tokyo, 4-6-1, Komaba, Meguro, Tokyo, 153-8505, Japan; Tsubouchi, K., Yahoo Japan Corporation, Chiyoda, Tokyo, Japan; Sekimoto, Y., Institute of Industrial Science, University of Tokyo, 4-6-1, Komaba, Meguro, Tokyo, 153-8505, Japan","Daily travel behavior; Human mobility; Urban dynamic","Decision making; Global positioning system; Inverse problems; Markov processes; mHealth; Population statistics; Reinforcement learning; Smartphones; Urban planning; Urban transportation; Different granularities; Human mobility; Inverse reinforcement learning; Markov Decision Processes; Smart-phone applications; Tokyo metropolitan areas; Travel behaviors; Urban dynamics; Behavioral research",Conference Paper,"Final",,Scopus,2-s2.0-85050971626
"Wu H., Sun W., Zheng B.","57118394600;55726565900;7201781454;","A fast trajectory outlier detection approach via driving behavior modeling",2017,"International Conference on Information and Knowledge Management, Proceedings","Part F131841",,,"837","846",,4,"10.1145/3132847.3132933","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037359974&doi=10.1145%2f3132847.3132933&partnerID=40&md5=1cc3bcc4b12b91ae826204a1300f9f11","Fudan University, Shanghai Key Laboratory of Data Science, Shanghai, China; Singapore Management University, Singapore, Singapore","Wu, H., Fudan University, Shanghai Key Laboratory of Data Science, Shanghai, China; Sun, W., Fudan University, Shanghai Key Laboratory of Data Science, Shanghai, China; Zheng, B., Singapore Management University, Singapore, Singapore","Driving behavior; Inverse reinforcement learning; Outlier detection; Trajectory data processing","Data handling; Knowledge management; Location based services; Reinforcement learning; Statistics; Telecommunication services; Vehicles; Driving behavior; Effectiveness and efficiencies; Fundamental building blocks; Inverse reinforcement learning; Outlier Detection; Outlier detection algorithm; Probabilistic modeling; Trajectory data; Trajectories",Conference Paper,"Final",,Scopus,2-s2.0-85037359974
"Li C., Cao L., Zhang Y., Chen X., Zhou Y., Duan L.","56103739800;57198528477;56653349600;57192470874;35760002400;57200961456;","Knowledge-based deep reinforcement learning: a review",2017,"Xi Tong Gong Cheng Yu Dian Zi Ji Shu/Systems Engineering and Electronics","39","11",,"2603","2613",,4,"10.3969/j.issn.1001-506X.2017.11.30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042690702&doi=10.3969%2fj.issn.1001-506X.2017.11.30&partnerID=40&md5=323703ebfb8ffdca926e6267bbe78122","Institute of Command Information System, PLA University of Science and Technology, Nanjing, 210007, China; College of Mechanical Engineering, Zhejiang University, Hangzhou, 310027, China","Li, C., Institute of Command Information System, PLA University of Science and Technology, Nanjing, 210007, China; Cao, L., Institute of Command Information System, PLA University of Science and Technology, Nanjing, 210007, China; Zhang, Y., Institute of Command Information System, PLA University of Science and Technology, Nanjing, 210007, China; Chen, X., Institute of Command Information System, PLA University of Science and Technology, Nanjing, 210007, China; Zhou, Y., Institute of Command Information System, PLA University of Science and Technology, Nanjing, 210007, China; Duan, L., College of Mechanical Engineering, Zhejiang University, Hangzhou, 310027, China","Deep reinforcement learning; Exploration strategy; Inverse reinforcement learning; Knowledge","Deep learning; Knowledge based systems; Exploration strategies; Inverse reinforcement learning; Knowledge; Knowledge based; Learning efficiency; Sequential decisions; Structured information; Trial and error; Reinforcement learning",Review,"Final",,Scopus,2-s2.0-85042690702
"Li Z., Kiseleva J., De Rijke M., Grotov A.","57195630442;36170720700;54790525600;56568207600;","Towards learning reward functions from user interactions",2017,"ICTIR 2017 - Proceedings of the 2017 ACM SIGIR International Conference on the Theory of Information Retrieval",,,,"289","292",,1,"10.1145/3121050.3121098","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033215376&doi=10.1145%2f3121050.3121098&partnerID=40&md5=ddbe414389c116035f0fe3ceee854a01","University of Amsterdam, Amsterdam, Netherlands; UserSat.com, University of Amsterdam, Amsterdam, Netherlands","Li, Z., University of Amsterdam, Amsterdam, Netherlands; Kiseleva, J., UserSat.com, University of Amsterdam, Amsterdam, Netherlands; De Rijke, M., University of Amsterdam, Amsterdam, Netherlands; Grotov, A., University of Amsterdam, Amsterdam, Netherlands","Interactive systems; Inverse reinforcement learning; Online evaluation","Behavioral research; Function evaluation; Information retrieval; Inverse problems; Learning systems; Online systems; Reinforcement learning; Search engines; Analytic approach; Cultural heritages; Current situation; Dynamic approaches; Interactive system; Inverse reinforcement learning; On-line evaluation; Sequence of actions; Recommender systems",Conference Paper,"Final",,Scopus,2-s2.0-85033215376
"Truong X.-T., Ngo T.D.","56581881400;15755660100;","Toward Socially Aware Robot Navigation in Dynamic and Crowded Environments: A Proactive Social Motion Model",2017,"IEEE Transactions on Automation Science and Engineering","14","4", 8011466,"1743","1760",,15,"10.1109/TASE.2017.2731371","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028458074&doi=10.1109%2fTASE.2017.2731371&partnerID=40&md5=e86e54f4fefe9c9188bd30c966d79287","Faculty of Science, University of Brunei Darussalam, Bandar Seri Begawan, BE1410, Brunei Darussalam; Faculty of Control Engineering, Le Quy Don Technical University, Hanoi, 10000, Viet Nam; More-Than-One Robotics Laboratory, School of Sustainable Design Engineering, University of Prince Edward Island, Charlottetown, PE  C1A 4P3, Canada","Truong, X.-T., Faculty of Science, University of Brunei Darussalam, Bandar Seri Begawan, BE1410, Brunei Darussalam, Faculty of Control Engineering, Le Quy Don Technical University, Hanoi, 10000, Viet Nam; Ngo, T.D., Faculty of Science, University of Brunei Darussalam, Bandar Seri Begawan, BE1410, Brunei Darussalam, More-Than-One Robotics Laboratory, School of Sustainable Design Engineering, University of Prince Edward Island, Charlottetown, PE  C1A 4P3, Canada","Human comfortable safety; mobile service robots; proactive social motion model (PSMM); social robots; socially aware robot navigation","Behavioral research; Human robot interaction; Intelligent robots; Mobile robots; Mobile telecommunication systems; Motion planning; Navigation; Robot programming; Robots; Dynamic environments; Interactive informations; Mobile service robots; Motion modeling; Path planning techniques; Reciprocal velocity obstacles; Robot navigation; Social robots; Economic and social effects",Article,"Final",,Scopus,2-s2.0-85028458074
"Wang X., Zhang W., Chen J.","57197749223;35812744600;46661788200;","Comparison and implementation of high cited inverse reinforcement learning algorithms in object world",2017,"Proceedings - 9th International Conference on Intelligent Human-Machine Systems and Cybernetics, IHMSC 2017","2",, 8048179,"374","377",,,"10.1109/IHMSC.2017.195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034427860&doi=10.1109%2fIHMSC.2017.195&partnerID=40&md5=778cb9e35f26b700d29dc0db0e824af0","College of Mechatronic Engineering and Automation, National University of Defense Technology, Changsha, China","Wang, X., College of Mechatronic Engineering and Automation, National University of Defense Technology, Changsha, China; Zhang, W., College of Mechatronic Engineering and Automation, National University of Defense Technology, Changsha, China; Chen, J., College of Mechatronic Engineering and Automation, National University of Defense Technology, Changsha, China","Inverse reinforcement learning; MAXENT; MMP; MMPBOOST","Cybernetics; Intelligent agents; Inverse problems; Learning algorithms; Man machine systems; Energy-based methods; Environment change; Inverse reinforcement learning; MAXENT; Maximum margin planning; MMPBOOST; Reinforcement learning agent; Reward function; Reinforcement learning",Conference Paper,"Final",,Scopus,2-s2.0-85034427860
"Saha O., Dasgupta P.","57188823078;7201405936;","Improved reward estimation for efficient robot navigation using inverse reinforcement learning",2017,"2017 NASA/ESA Conference on Adaptive Hardware and Systems, AHS 2017",,, 8046385,"245","252",,2,"10.1109/AHS.2017.8046385","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032889169&doi=10.1109%2fAHS.2017.8046385&partnerID=40&md5=04f8bc8c076b6efc6467926d58f5769b","Computer Science Department, University of Nebraska, Omaha, United States","Saha, O., Computer Science Department, University of Nebraska, Omaha, United States; Dasgupta, P., Computer Science Department, University of Nebraska, Omaha, United States",,"Hardware; Inverse problems; Learning algorithms; Learning systems; Markov processes; NASA; Navigation; Random errors; Reinforcement learning; Central problems; Distance minimizations; Extraterrestrial environments; Inverse reinforcement learning; Navigation algorithms; Reinforcement learning techniques; Robot navigation; Semi-Markov decision process; Robots",Conference Paper,"Final",,Scopus,2-s2.0-85032889169
"Piot B., Geist M., Pietquin O.","55697434100;25929145100;16040586900;","Bridging the gap between imitation learning and inverse reinforcement learning",2017,"IEEE Transactions on Neural Networks and Learning Systems","28","8", 7464854,"1814","1826",,10,"10.1109/TNNLS.2016.2543000","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966372828&doi=10.1109%2fTNNLS.2016.2543000&partnerID=40&md5=7f1b1a0062b3c2a8ae88733fc40554ac","Université Lille 1, Centrale Lille, INRIA, CNRS, Lille, 59000, France; UMI 2958, Georgia Tech-CNRS, CentraleSupélec, Université Paris-Saclay, Metz, 57070, France; IUF, Université Lille 1, CNRS, Lille, 59000, France","Piot, B., Université Lille 1, Centrale Lille, INRIA, CNRS, Lille, 59000, France; Geist, M., UMI 2958, Georgia Tech-CNRS, CentraleSupélec, Université Paris-Saclay, Metz, 57070, France; Pietquin, O., IUF, Université Lille 1, CNRS, Lille, 59000, France","Imitation learning (IL); inverse reinforcement learning (IRL); learning from demonstrations (LfD)","Algorithms; Apprentices; Demonstrations; Inverse problems; Markov processes; Dynamic environments; Imitation learning; Inverse reinforcement learning; Learning from demonstration; Markov Decision Processes; Policy framework; Robust solutions; Trajectory matching; Reinforcement learning",Article,"Final",,Scopus,2-s2.0-84966372828
"Choi S., Kim S., Jin Kim H.","56031605700;55268251400;6506659733;","Inverse reinforcement learning control for trajectory tracking of a multirotor UAV",2017,"International Journal of Control, Automation and Systems","15","4",,"1826","1834",,9,"10.1007/s12555-015-0483-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022187278&doi=10.1007%2fs12555-015-0483-3&partnerID=40&md5=fb628e8e312b5b7d40ae309e470410dd","Department of Mechanical and Aerospace engineering, Seoul National University, Seoul, South Korea","Choi, S., Department of Mechanical and Aerospace engineering, Seoul National University, Seoul, South Korea; Kim, S., Department of Mechanical and Aerospace engineering, Seoul National University, Seoul, South Korea; Jin Kim, H., Department of Mechanical and Aerospace engineering, Seoul National University, Seoul, South Korea","Inverse reinforcement learning; learning from demonstration; multirotor control; particle swarm optimization","Aircraft control; Controllers; Demonstrations; Education; Hidden Markov models; Markov processes; Number theory; Particle swarm optimization (PSO); Trajectories; Unmanned aerial vehicles (UAV); Control performance; Dynamic time warping; Flight maneuvers; Inverse reinforcement learning; Learning from demonstration; Trajectory tracking; Trajectory tracking errors; UAV (unmanned aerial vehicle); Reinforcement learning",Article,"Final",,Scopus,2-s2.0-85022187278
"Shiarlis K., Messias J., Whiteson S.","57193494529;55208968600;10240257400;","Rapidly exploring learning trees",2017,"Proceedings - IEEE International Conference on Robotics and Automation",,, 7989184,"1541","1548",,5,"10.1109/ICRA.2017.7989184","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028006248&doi=10.1109%2fICRA.2017.7989184&partnerID=40&md5=7ba03142234d21e98caffa7f2ed02da4","Informatics Institute, University of Amsterdam, Netherlands; Department of Computer Science, University of Oxford, United Kingdom","Shiarlis, K., Informatics Institute, University of Amsterdam, Netherlands; Messias, J., Informatics Institute, University of Amsterdam, Netherlands; Whiteson, S., Department of Computer Science, University of Oxford, United Kingdom",,"Cost functions; Costs; Inverse problems; Motion planning; Reinforcement learning; Robot programming; Robotics; Visual communication; Computational costs; Inverse learning; Inverse reinforcement learning; Maximum margin planning; Planning procedure; Rapidly-exploring random trees; Social navigation; Telepresence robots; Robots",Conference Paper,"Final",,Scopus,2-s2.0-85028006248
"Massimo D., Elahi M., Ricci F.","56433358100;34879649100;35270071500;","Learning user preferences by observing user-items interactions in an IoT augmented space",2017,"UMAP 2017 - Adjunct Publication of the 25th Conference on User Modeling, Adaptation and Personalization",,,,"35","40",,5,"10.1145/3099023.3099070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026852471&doi=10.1145%2f3099023.3099070&partnerID=40&md5=472589b29ddc14b835e24dc467efea30","Free University of Bolzano-Bozen Piazza Domenicani, 3 Bolzano, Italy","Massimo, D., Free University of Bolzano-Bozen Piazza Domenicani, 3 Bolzano, Italy; Elahi, M., Free University of Bolzano-Bozen Piazza Domenicani, 3 Bolzano, Italy; Ricci, F., Free University of Bolzano-Bozen Piazza Domenicani, 3 Bolzano, Italy",,"Decision making; Internet of things; Inverse problems; Reinforcement learning; Decision making process; Inverse reinforcement learning; Making decision; Preference learning; Proof of concept; Sequential manners; User behaviour; Behavioral research",Conference Paper,"Final",,Scopus,2-s2.0-85026852471
"Budhraja K.K., Oates T.","55605655400;7005499321;","Neuroevolution-based Inverse Reinforcement Learning",2017,"2017 IEEE Congress on Evolutionary Computation, CEC 2017 - Proceedings",,, 7969297,"67","76",,,"10.1109/CEC.2017.7969297","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027867586&doi=10.1109%2fCEC.2017.7969297&partnerID=40&md5=1841976a29abf97075f0b5db4073fbd3","Computer Science and Electrical Engineering, University of Maryland, Baltimore County, MD  21250, United States","Budhraja, K.K., Computer Science and Electrical Engineering, University of Maryland, Baltimore County, MD  21250, United States; Oates, T., Computer Science and Electrical Engineering, University of Maryland, Baltimore County, MD  21250, United States",,,Conference Paper,"Final",,Scopus,2-s2.0-85027867586
"Köpf F., Inga J., Rothfuß S., Flad M., Hohmann S.","57201292669;57188985251;56236786400;6603246805;56027574000;","Inverse Reinforcement Learning for Identification in Linear-Quadratic Dynamic Games",2017,"IFAC-PapersOnLine","50","1",,"14902","14908",,4,"10.1016/j.ifacol.2017.08.2537","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044866145&doi=10.1016%2fj.ifacol.2017.08.2537&partnerID=40&md5=8f45822eae64fc413bee409ffabc4b7a","Institute of Control Systems, Karlsruhe Institute of Technology, Karlsruhe, 76131, Germany","Köpf, F., Institute of Control Systems, Karlsruhe Institute of Technology, Karlsruhe, 76131, Germany; Inga, J., Institute of Control Systems, Karlsruhe Institute of Technology, Karlsruhe, 76131, Germany; Rothfuß, S., Institute of Control Systems, Karlsruhe Institute of Technology, Karlsruhe, 76131, Germany; Flad, M., Institute of Control Systems, Karlsruhe Institute of Technology, Karlsruhe, 76131, Germany; Hohmann, S., Institute of Control Systems, Karlsruhe Institute of Technology, Karlsruhe, 76131, Germany","Game Theory; Identification; Inverse Optimal Control; Inverse Reinforcement Learning; Maximum Entropy; Shared Control","Behavioral research; Cost functions; Costs; Game theory; Identification (control systems); Inverse problems; Maximum entropy methods; Automatic controllers; Identification algorithms; Inverse reinforcement learning; Inverse-optimal control; Real-time application; Shared control; Simulation example; Theory of dynamics; Reinforcement learning",Article,"Final",Open Access,Scopus,2-s2.0-85044866145
"Banovic N., Wang A., Jin Y., Chang C., Ramos J., Dey A.K., Mankoff J.","54794750000;57201449827;57194274303;57201451844;24587910500;7101701731;57203175552;","Leveraging human routine models to detect and generate human behaviors",2017,"Conference on Human Factors in Computing Systems - Proceedings","2017-May",,,"6683","6694",,5,"10.1145/3025453.3025571","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019650891&doi=10.1145%2f3025453.3025571&partnerID=40&md5=3f0a221d2e13a150ca49cd103e362bac","Human-Computer Interaction Institute, CMU, Pittsburgh, PA  15213, United States; Computer Science, Middlebury College, Middlebury, VA  05753, United States","Banovic, N., Human-Computer Interaction Institute, CMU, Pittsburgh, PA  15213, United States; Wang, A., Human-Computer Interaction Institute, CMU, Pittsburgh, PA  15213, United States; Jin, Y., Computer Science, Middlebury College, Middlebury, VA  05753, United States; Chang, C., Human-Computer Interaction Institute, CMU, Pittsburgh, PA  15213, United States; Ramos, J., Human-Computer Interaction Institute, CMU, Pittsburgh, PA  15213, United States; Dey, A.K., Human-Computer Interaction Institute, CMU, Pittsburgh, PA  15213, United States; Mankoff, J., Human-Computer Interaction Institute, CMU, Pittsburgh, PA  15213, United States","Inverse reinforcement learning; Maximum entropy","Human engineering; Maximum entropy methods; Reinforcement learning; Supervised learning; Aggressive driving behaviors; Data labeling; Domain experts; Human behaviors; Inverse reinforcement learning; Supervised machine learning; Wellbeing; Behavioral research",Conference Paper,"Final",,Scopus,2-s2.0-85019650891
