Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID
"Krishnan P., Duttagupta S., Achuthan K.","57194605863;16549830000;35483077800;","VARMAN: Multi-plane security framework for software defined networks",2019,"Computer Communications","148",,,"215","239",,,"10.1016/j.comcom.2019.09.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072873993&doi=10.1016%2fj.comcom.2019.09.014&partnerID=40&md5=4d5ed863a69f000009d1108c6f90439b","Center for Cybersecurity Systems and Networks, Amrita Vishwa Vidyapeetham, Amritapuri, India; Department of Computer Science and Engineering, Amrita Vishwa Vidyapeetham, Amritapuri, India","Krishnan, P., Center for Cybersecurity Systems and Networks, Amrita Vishwa Vidyapeetham, Amritapuri, India; Duttagupta, S., Department of Computer Science and Engineering, Amrita Vishwa Vidyapeetham, Amritapuri, India; Achuthan, K., Center for Cybersecurity Systems and Networks, Amrita Vishwa Vidyapeetham, Amritapuri, India","Botnet; CICIDS2017; Cloud; DDoS; Deep learning; Edge networks; IDS; IoT; IPS; Machine learning; Malware; Network security; NFV; NIDS; SDN; SDNFV; Security; Threat analytics","Anomaly detection; Application programs; Botnet; Clouds; Controllers; Data reduction; Deep learning; Intrusion detection; Learning systems; Malware; Software defined networking; Uninterruptible power systems; CICIDS2017; DDoS; EDGE Networks; NIDS; SDNFV; Security; Threat analytics; Network security","Krishnan, P.; Center for Cybersecurity Systems and Networks, Amrita Vishwa VidyapeethamIndia; email: kprabhakar@am.amrita.edu",Article,"Final",,Scopus,2-s2.0-85072873993
"Yang R., Qu D., Qian Y., Dai Y., Zhu S.","57209101093;7006530446;26326525000;57203998740;57209107806;","An online log template extraction method based on hierarchical clustering",2019,"Eurasip Journal on Wireless Communications and Networking","2019","1", 135,"","",,1,"10.1186/s13638-019-1430-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066472583&doi=10.1186%2fs13638-019-1430-4&partnerID=40&md5=58a80d25b766763a95d6244a16a793b5","PLA Strategic Support Force Information Engineering University, Zhengzhou, China; No. 24, East Jianshe Road, Zhengzhou, China; Northwestern Polytechnical University, Xi’an, China","Yang, R., PLA Strategic Support Force Information Engineering University, Zhengzhou, China, No. 24, East Jianshe Road, Zhengzhou, China; Qu, D., PLA Strategic Support Force Information Engineering University, Zhengzhou, China; Qian, Y., No. 24, East Jianshe Road, Zhengzhou, China; Dai, Y., Northwestern Polytechnical University, Xi’an, China; Zhu, S., No. 24, East Jianshe Road, Zhengzhou, China","Log anomaly detection; Log template extraction; Online hierarchical clustering; Online vectorization","Anomaly detection; Data mining; Extraction; Distributed representation; Dynamic information; Experimental analysis; Hier-archical clustering; Hierarchical clustering algorithms; Realtime processing; Template extraction; Vectorization; Clustering algorithms","Yang, R.No. 24, East Jianshe Road, China; email: yangruipeng-@163.com",Article,"Final",Open Access,Scopus,2-s2.0-85066472583
"Kim J., Cho J.","57210834843;36124842600;","An online graph-based anomalous change detection strategy for unsupervised video surveillance",2019,"Eurasip Journal on Image and Video Processing","2019","1", 76,"","",,,"10.1186/s13640-019-0478-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071636815&doi=10.1186%2fs13640-019-0478-8&partnerID=40&md5=a63ae7810f08a8959f6b6b032dedb08c","Department of Electrical Engineering, Soonchunhyang University, Asan, 31538, South Korea","Kim, J., Department of Electrical Engineering, Soonchunhyang University, Asan, 31538, South Korea; Cho, J., Department of Electrical Engineering, Soonchunhyang University, Asan, 31538, South Korea","Anomalous event; Change detection; Self-organizing maps; Shortest path problem; Video surveillance","Anomaly detection; Clustering algorithms; Conformal mapping; Directed graphs; Image segmentation; Monitoring; Object detection; Self organizing maps; Statistical tests; Anomalous events; Anomaly-detection algorithms; Change detection; Intelligent video surveillance; Robustness against noise; Shortest path algorithms; Shortest path problem; Video surveillance; Security systems","Cho, J.; Department of Electrical Engineering, Soonchunhyang UniversitySouth Korea; email: jcho@sch.ac.kr",Article,"Final",Open Access,Scopus,2-s2.0-85071636815
"Moumena A.","56453352800;","Quickest physical-layer MGD anomaly detection for jamming attacks in centralized modulated wideband converter-based ROC curve",2019,"International Journal of Communication Systems","32","18", e4159,"","",,,"10.1002/dac.4159","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071904891&doi=10.1002%2fdac.4159&partnerID=40&md5=ca29c93494d03fe2be2e08ab36c07783","Electronic Institute, Hassiba Benbouali University of Chlef (HBUC), Ouled Farès District, Algeria","Moumena, A., Electronic Institute, Hassiba Benbouali University of Chlef (HBUC), Ouled Farès District, Algeria","anomaly detection; CMWC; jammers; MGD; ROC curve; sub-Nyquist sampling","Cognitive radio; Digital radio; Jamming; Learning algorithms; Machine learning; Network layers; Signal receivers; CMWC; Jammers; Modulated wideband converters; Multivariate Gaussian Distributions; Receiver operating characteristic curves; ROC curves; Sub-Nyquist sampling; Wireless communication system; Anomaly detection","Moumena, A.; Electronic Institute, Hassiba Benbouali University of Chlef (HBUC), Ouled Farès District, Algeria; email: aamoumena@gmail.com",Article,"Final",,Scopus,2-s2.0-85071904891
"Shih D.-H., Wu T.-W., Liu W.-X., Shih P.-Y.","9335419500;57202985540;57211938397;56425382100;","An azure aces early warning system for air quality index deteriorating",2019,"International Journal of Environmental Research and Public Health","16","23", 4679,"","",,,"10.3390/ijerph16234679","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075465582&doi=10.3390%2fijerph16234679&partnerID=40&md5=787334dcc19eb38776e538b6eb62a074","Department of Information Management, National Yunlin University of Science and Technology, 123, Section 3, University Road, Douliu, 640, Taiwan; Department of Finance, National Yunlin University of Science and Technology, 123, Section 3, University Road, Douliu, 640, Taiwan","Shih, D.-H., Department of Information Management, National Yunlin University of Science and Technology, 123, Section 3, University Road, Douliu, 640, Taiwan; Wu, T.-W., Department of Information Management, National Yunlin University of Science and Technology, 123, Section 3, University Road, Douliu, 640, Taiwan; Liu, W.-X., Department of Information Management, National Yunlin University of Science and Technology, 123, Section 3, University Road, Douliu, 640, Taiwan; Shih, P.-Y., Department of Finance, National Yunlin University of Science and Technology, 123, Section 3, University Road, Douliu, 640, Taiwan","Air pollution; AQI; Azure; Cloud computing; Machine learning","air quality; anthropogenic effect; atmospheric pollution; computer simulation; early warning system; industrialization; machine learning; numerical model; performance assessment; urbanization; air pollution; air quality; algorithm; article; artificial neural network; calculation; cloud computing; forest; health hazard; human; linear regression analysis; pollutant; prediction","Shih, D.-H.; Department of Information Management, National Yunlin University of Science and Technology, 123, Section 3, University Road, Taiwan; email: shihdh@yuntech.edu.tw",Article,"Final",Open Access,Scopus,2-s2.0-85075465582
"Ahn J.-W., Grueneberg K., Ko B.J., Lee W.-H., Morales E., Wang S., Wang X., Wood D.","57212409452;23392648400;55651786900;57212270590;57212021415;40462727300;55619114200;14627040300;","Acoustic anomaly detection system: Demo abstract",2019,"SenSys 2019 - Proceedings of the 17th Conference on Embedded Networked Sensor Systems",,,,"378","379",,,"10.1145/3356250.3361963","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076620688&doi=10.1145%2f3356250.3361963&partnerID=40&md5=173575af0e301253e18a8fbc129809f2","IBM T. J. Watson Research Center, Yorktown Heights, NY, United States","Ahn, J.-W., IBM T. J. Watson Research Center, Yorktown Heights, NY, United States; Grueneberg, K., IBM T. J. Watson Research Center, Yorktown Heights, NY, United States; Ko, B.J., IBM T. J. Watson Research Center, Yorktown Heights, NY, United States; Lee, W.-H., IBM T. J. Watson Research Center, Yorktown Heights, NY, United States; Morales, E., IBM T. J. Watson Research Center, Yorktown Heights, NY, United States; Wang, S., IBM T. J. Watson Research Center, Yorktown Heights, NY, United States; Wang, X., IBM T. J. Watson Research Center, Yorktown Heights, NY, United States; Wood, D., IBM T. J. Watson Research Center, Yorktown Heights, NY, United States","Acoustic signal analytics; Anomaly detection; Machine learning","Acoustic waves; Embedded systems; Learning systems; Machine learning; Signal detection; User interfaces; Acoustic anomalies; Acoustic signals; Anomalous events; Automated machines; Machine learning techniques; Model training; Operational pipeline; Sound management; Anomaly detection",,Conference Paper,"Final",,Scopus,2-s2.0-85076620688
"Arfaoui A., Kribeche A., Senouci S.M., Hamdi M.","57201884797;57188835084;6603438406;56211317600;","Game-based adaptive anomaly detection in wireless body area networks",2019,"Computer Networks","163",, 106870,"","",,,"10.1016/j.comnet.2019.106870","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070500273&doi=10.1016%2fj.comnet.2019.106870&partnerID=40&md5=ef923545efc20d34e5cf48d72a568981","Digital Security Unit, SupCom University of Carthage, Tunisia; DRIVE EA 1859, University Bourgogne Franche Comté, France","Arfaoui, A., Digital Security Unit, SupCom University of Carthage, Tunisia, DRIVE EA 1859, University Bourgogne Franche Comté, France; Kribeche, A., DRIVE EA 1859, University Bourgogne Franche Comté, France; Senouci, S.M., DRIVE EA 1859, University Bourgogne Franche Comté, France; Hamdi, M., Digital Security Unit, SupCom University of Carthage, Tunisia","Adaptive anomaly detection; Game theory; Health; IoT; WBAN","Alarm systems; Data handling; Decision making; Diagnosis; Energy utilization; Errors; Fault tolerant computer systems; Game theory; Health; Internet of things; Multivariant analysis; Physiological models; Physiology; Remote patient monitoring; Sensor nodes; Wearable sensors; Wireless local area networks (WLAN); Diagnostic decision makings; Physiological parameters; Remote patient monitoring systems; Resourceconstrained devices; Spatial and temporal correlation; Spatiotemporal correlation; WBAN; Wireless body area network; Anomaly detection","Arfaoui, A.; Digital Security Unit, SupCom University of CarthageTunisia; email: amel.arfaoui@u-bourgogne.fr",Article,"Final",,Scopus,2-s2.0-85070500273
"Chen J., Huang H., Chen H.","57204516175;57212228500;57189043754;","Informer: Irregular traffic detection for containerized microservices RPC in the real world",2019,"Proceedings of the 4th ACM/IEEE Symposium on Edge Computing, SEC 2019",,,,"389","394",,,"10.1145/3318216.3363375","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076260845&doi=10.1145%2f3318216.3363375&partnerID=40&md5=d3ca6eb4c91b215270252c352fe58db5","University of California, Davis, United States; ByteDance Inc, China","Chen, J., University of California, Davis, United States; Huang, H., ByteDance Inc, China; Chen, H., University of California, Davis, United States","Anomaly detection; Containers; GCN; Microservices; RPC","Containers; Edge computing; Large dataset; Density-based Clustering; Individual prediction; Microservices; Prediction problem; Security enhancements; Spatial temporals; Traffic detection; Two-phase machine; Anomaly detection",,Conference Paper,"Final",,Scopus,2-s2.0-85076260845
"Ahmed U., Mumtaz R., Anwar H., Shah A.A., Irfan R., García-Nieto J.","57208931758;16176156800;55248129800;56492015900;44061446200;23974337300;","Efficient water quality prediction using supervised machine learning",2019,"Water (Switzerland)","11","11", 2210,"","",,,"10.3390/w11112210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075581138&doi=10.3390%2fw11112210&partnerID=40&md5=ff5c6ea66b05cf7ccd67a550b122b2ed","School of Electrical Engineering and Computer Science (SEECS), National University of Sciences and Technology (NUST), Islamabad, 44000, Pakistan; Department of Languages and Computer Sciences, Ada Byron Research Building, University of Málaga, Málaga, 29016, Spain","Ahmed, U., School of Electrical Engineering and Computer Science (SEECS), National University of Sciences and Technology (NUST), Islamabad, 44000, Pakistan; Mumtaz, R., School of Electrical Engineering and Computer Science (SEECS), National University of Sciences and Technology (NUST), Islamabad, 44000, Pakistan; Anwar, H., School of Electrical Engineering and Computer Science (SEECS), National University of Sciences and Technology (NUST), Islamabad, 44000, Pakistan; Shah, A.A., School of Electrical Engineering and Computer Science (SEECS), National University of Sciences and Technology (NUST), Islamabad, 44000, Pakistan; Irfan, R., School of Electrical Engineering and Computer Science (SEECS), National University of Sciences and Technology (NUST), Islamabad, 44000, Pakistan; García-Nieto, J., Department of Languages and Computer Sciences, Ada Byron Research Building, University of Málaga, Málaga, 29016, Spain","Gradient boosting; Multi-layer perceptron; Smart city; Supervised machine learning; Water quality prediction","Adaptive boosting; Deterioration; Forecasting; Real time systems; Smart city; Supervised learning; Water quality; Gradient boosting; Multi layer perceptron; Polynomial regression; Quality detection system; Supervised machine learning; Total dissolved solids; Water quality indexes; Water quality predictions; Machine learning; algorithm; machine learning; methodology; prediction; smart city; urbanization; water quality","Mumtaz, R.; School of Electrical Engineering and Computer Science (SEECS), National University of Sciences and Technology (NUST)Pakistan; email: rafia.mumtaz@seecs.edu.pk",Article,"Final",Open Access,Scopus,2-s2.0-85075581138
"Khan S., Liew C.F., Yairi T., McWilliam R.","55769263800;52164044600;9744426100;8570597000;","Unsupervised anomaly detection in unmanned aerial vehicles",2019,"Applied Soft Computing Journal","83",, 105650,"","",,,"10.1016/j.asoc.2019.105650","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069952423&doi=10.1016%2fj.asoc.2019.105650&partnerID=40&md5=e0a2f3c30ed10e3a6d0508adda42068f","University of Tokyo, Department of Aeronautics and Astronautics, Tokyo, 113-8654, Japan; Durham University, School of Engineering and Computing Sciences, DurhamDH1 3HP, United Kingdom","Khan, S., University of Tokyo, Department of Aeronautics and Astronautics, Tokyo, 113-8654, Japan; Liew, C.F., University of Tokyo, Department of Aeronautics and Astronautics, Tokyo, 113-8654, Japan; Yairi, T., University of Tokyo, Department of Aeronautics and Astronautics, Tokyo, 113-8654, Japan; McWilliam, R., Durham University, School of Engineering and Computing Sciences, DurhamDH1 3HP, United Kingdom","Fault diagnostics and isolation; Isolation forest; Machine learning; System health monitioring","Aircraft detection; Antennas; Benchmarking; Decision making; Forestry; Learning systems; Propulsion; Unmanned aerial vehicles (UAV); Diagnostic problem; Engineering applications; Fault diagnostics; Isolation forest; Real-time anomaly detections; Real-time experiment; System health monitioring; Unsupervised anomaly detection; Anomaly detection","Khan, S.; University of Tokyo, Department of Aeronautics and AstronauticsJapan; email: Khan@ailab.u-tokyo.ac.jp",Article,"Final",,Scopus,2-s2.0-85069952423
"Shah A.A., Karhade A.V., Bono C.M., Harris M.B., Nelson S.B., Schwab J.H.","57195726418;57160350100;7003652382;57199106420;38561908000;23482524500;","Development of a machine learning algorithm for prediction of failure of nonoperative management in spinal epidural abscess",2019,"Spine Journal","19","10",,"1657","1665",,,"10.1016/j.spinee.2019.04.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066248082&doi=10.1016%2fj.spinee.2019.04.022&partnerID=40&md5=3df076fcfd216afe5bf0197bc157b3bf","Department of Orthopaedic Surgery, David Geffen School of Medicine at UCLA, Los Angeles, CA, United States; Department of Orthopaedic Surgery, Massachusetts General Hospital, Boston, MA, United States; Division of Infectious Diseases, Massachusetts General Hospital, Boston, MA, United States","Shah, A.A., Department of Orthopaedic Surgery, David Geffen School of Medicine at UCLA, Los Angeles, CA, United States; Karhade, A.V., Department of Orthopaedic Surgery, Massachusetts General Hospital, Boston, MA, United States; Bono, C.M., Department of Orthopaedic Surgery, Massachusetts General Hospital, Boston, MA, United States; Harris, M.B., Department of Orthopaedic Surgery, Massachusetts General Hospital, Boston, MA, United States; Nelson, S.B., Division of Infectious Diseases, Massachusetts General Hospital, Boston, MA, United States; Schwab, J.H., Department of Orthopaedic Surgery, Massachusetts General Hospital, Boston, MA, United States","Algorithms; Application; Infection; Machine learning; Nonoperative management; Outcomes; Spinal epidural abscess","antibiotic agent; adult; aged; algorithm; antibiotic therapy; Article; backache; case control study; clinical decision making; cohort analysis; compression fracture; computer assisted tomography; conservative treatment; epidural abscess; female; human; machine learning; major clinical study; male; nuclear magnetic resonance imaging; outcome assessment; pathologic fracture; percutaneous drainage; prediction; predictive value; priority journal; radicular pain; retrospective study; spinal cord infection; spine fracture; treatment failure","Shah, A.A.; Department of Orthopaedic Surgery, David Geffen School of Medicine at UCLA, 10833 Le Conte Avenue, United States; email: aashah@mednet.ucla.edu",Article,"Final",,Scopus,2-s2.0-85066248082
"Gouda K., Rycerz P., Kadiric A., Morales-Espejel G.E.","57208016116;57192669409;12345252000;6603123270;","Assessing the effectiveness of data-driven time-domain condition indicators in predicting the progression of surface distress under rolling contact",2019,"Proceedings of the Institution of Mechanical Engineers, Part J: Journal of Engineering Tribology","233","10",,"1523","1540",,,"10.1177/1350650119838896","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063598556&doi=10.1177%2f1350650119838896&partnerID=40&md5=849a86ea31e0f6d26a4fcdb87e8eed5f","SKF, Research and Technology Development, Nieuwegein, Netherlands; Department of Mechanical Engineering, Imperial College London, London, United Kingdom; Université de Lyon, INSA-Lyon, CNRS LaMCoS, UMR5259, Lyon, France","Gouda, K., SKF, Research and Technology Development, Nieuwegein, Netherlands; Rycerz, P., Department of Mechanical Engineering, Imperial College London, London, United Kingdom; Kadiric, A., Department of Mechanical Engineering, Imperial College London, London, United Kingdom; Morales-Espejel, G.E., SKF, Research and Technology Development, Nieuwegein, Netherlands, Université de Lyon, INSA-Lyon, CNRS LaMCoS, UMR5259, Lyon, France","Condition indicator; condition monitoring; data mining; diagnostics; micropitting; prognostics; rolling bearings; rolling contact fatigue","Classification (of information); Condition monitoring; Data mining; Fatigue of materials; Forecasting; Friction; Higher order statistics; K-means clustering; Learning algorithms; Machine learning; Maintenance; Nearest neighbor search; Plasma diagnostics; Roller bearings; Systems engineering; Vibration analysis; Condition indicators; Micro-pitting; prognostics; Rolling bearings; Rolling contact fatigue; Time domain analysis","Gouda, K.; SKF, Research and Technology DevelopmentNetherlands; email: kareem.gouda@skf.com",Article,"Final",,Scopus,2-s2.0-85063598556
"Xing X., Yu D., Zhou H., Tian X.","56985166900;12798231700;55603495800;57188533922;","A method of abnormal data recognition of multi-source traffic with non-equilibrium feature [多源非平衡交通检测数据的异常识别方法]",2019,"Harbin Gongye Daxue Xuebao/Journal of Harbin Institute of Technology","51","9",,"165","170",,,"10.11918/j.issn.0367-6234.201803092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076533880&doi=10.11918%2fj.issn.0367-6234.201803092&partnerID=40&md5=c93af89b85e35895a758e4dc836f404d","College of Information and Control Engineering, Jilin Institute of Chemical Technology, Jilin, Jilin  132022, China; Transportation College, Jilin University, Changchun, 132002, China; Jilin Engineering Research Center for Intelligent Transportation System, Changchun, 132002, China","Xing, X., College of Information and Control Engineering, Jilin Institute of Chemical Technology, Jilin, Jilin  132022, China, Transportation College, Jilin University, Changchun, 132002, China; Yu, D., Transportation College, Jilin University, Changchun, 132002, China, Jilin Engineering Research Center for Intelligent Transportation System, Changchun, 132002, China; Zhou, H., Transportation College, Jilin University, Changchun, 132002, China, Jilin Engineering Research Center for Intelligent Transportation System, Changchun, 132002, China; Tian, X., Transportation College, Jilin University, Changchun, 132002, China","Abnormal data recognition; AdaBoost; Machine learning; Multi-source traffic data; Non-equilibrium detection data","Adaptive boosting; Anomaly detection; Behavioral research; Decision making; Decision trees; Learning systems; Machine learning; Statistical tests; Abnormal data; Classification accuracy; Classification errors; Decision making process; Machine learning methods; Multi-Sources; Non equilibrium; Real-time traffic conditions; Data handling","Xing, X.; College of Information and Control Engineering, Jilin Institute of Chemical TechnologyChina; email: patricia_xx@126.com",Article,"Final",,Scopus,2-s2.0-85076533880
"Bouritsas G., Daveas S., Danelakis A., Thomopoulos S.C.A.","57192416064;57194829197;54398396200;56113646500;","Automated real-time anomaly detection in human trajectories using sequence to sequence networks",2019,"2019 16th IEEE International Conference on Advanced Video and Signal Based Surveillance, AVSS 2019",,, 8909844,"","",,,"10.1109/AVSS.2019.8909844","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076350172&doi=10.1109%2fAVSS.2019.8909844&partnerID=40&md5=24c61719d3037a60324a25b5d8b4b385","National Center for Scientific Research Demokritos, Athens, Greece; Imperial College, London, United Kingdom","Bouritsas, G., National Center for Scientific Research Demokritos, Athens, Greece, Imperial College, London, United Kingdom; Daveas, S., National Center for Scientific Research Demokritos, Athens, Greece; Danelakis, A., National Center for Scientific Research Demokritos, Athens, Greece; Thomopoulos, S.C.A., National Center for Scientific Research Demokritos, Athens, Greece",,"Artificial intelligence; High energy physics; Learning systems; Monitoring; Risk assessment; Security systems; Trajectories; Real-time anomaly detections; Real-time detection; Risk-based security; Robust approaches; Sequence architectures; Sequence networks; Statistical approach; Video surveillance; Anomaly detection",,Conference Paper,"Final",,Scopus,2-s2.0-85076350172
"Wu X.","55619314474;","A trust-based detection scheme to explore anomaly prevention in social networks",2019,"Knowledge and Information Systems","60","3",,"1565","1586",,,"10.1007/s10115-018-1276-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054517276&doi=10.1007%2fs10115-018-1276-9&partnerID=40&md5=5eea50360b7ffc7603f4fb464c295728","School of Computer, Electronics and Information, Guangxi University, Nanning, China; Guangxi Key Laboratory of Multimedia Communication and Network Technology, Guangxi University, Nanning, China","Wu, X., School of Computer, Electronics and Information, Guangxi University, Nanning, China, Guangxi Key Laboratory of Multimedia Communication and Network Technology, Guangxi University, Nanning, China","Anomaly detection; Anomaly prevention; Social networks; Trust; Trust model",,"Wu, X.; School of Computer, Electronics and Information, Guangxi UniversityChina; email: xrdz2006@163.com",Article,"Final",,Scopus,2-s2.0-85054517276
"Bhuvaneswari G., Manikandan G.","55769328400;55574123207;","An intelligent intrusion detection system for secure wireless communication using IPSO and negative selection classifier",2019,"Cluster Computing","22",,,"12429","12441",,,"10.1007/s10586-017-1643-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045048383&doi=10.1007%2fs10586-017-1643-4&partnerID=40&md5=329a2e5caf8a1d8e7ab2c3c8e660c5c6","Department of Computer Science and Engineering, DMI College of Engineering, Chennai, 600123, India; Department of Computer Science and Engineering, Tirumala Engineering College, Telengana, 501 301, India","Bhuvaneswari, G., Department of Computer Science and Engineering, DMI College of Engineering, Chennai, 600123, India; Manikandan, G., Department of Computer Science and Engineering, Tirumala Engineering College, Telengana, 501 301, India","Clustering; Internet security; Intrusion detection system; Negative selection; Particle swarm optimization","Classification (of information); Computer crime; Data mining; Decision making; Government data processing; Mobile telecommunication systems; Online systems; Particle swarm optimization (PSO); Real time systems; Wireless telecommunication systems; Clustering; Intelligent Intrusion detection systems; Internet security; Intrusion Detection Systems; Negative selection; Negative selection algorithm; Negative selection classifier; Secure wireless communication; Intrusion detection","Bhuvaneswari, G.; Department of Computer Science and Engineering, DMI College of EngineeringIndia; email: gbhuvanaphd@gmail.com",Article,"Final",,Scopus,2-s2.0-85045048383
"Sunil Kumar S.P., Sarma R., Sai Mudigonda S.S.","57211966190;57211967251;57211962959;","An analytical model for evaluating social security schemes-A focus on “Ayushman Bharat” universal health scheme in India",2019,"International Journal of Recent Technology and Engineering","8","3",,"8929","8936",,,"10.35940/ijrte.C6631.098319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075507291&doi=10.35940%2fijrte.C6631.098319&partnerID=40&md5=7194712a0a213431983024a3aae43366","Mathematics and Computer Science, Sri Sathya Sai Institute of Higher Learning, Muddennahalli, Chickballapur, India; Mathematics and Computer Science, Sri Sathya Sai Institute of Higher Learning, Puttaparthi, India","Sunil Kumar, S.P., Mathematics and Computer Science, Sri Sathya Sai Institute of Higher Learning, Muddennahalli, Chickballapur, India; Sarma, R., Mathematics and Computer Science, Sri Sathya Sai Institute of Higher Learning, Puttaparthi, India; Sai Mudigonda, S.S., Mathematics and Computer Science, Sri Sathya Sai Institute of Higher Learning, Puttaparthi, India","AB-NHPM; Actuarial techniques; Anomaly detection; Ayushman Bharat; Classification; Clustering; Social security scheme",,"Sunil Kumar, S.P.; Mathematics and Computer Science, Sri Sathya Sai Institute of Higher LearningIndia; email: psunilkumar@sssihl.edu.in",Article,"Final",Open Access,Scopus,2-s2.0-85075507291
"Mahmood M., Al-Khateeb B.","57199750466;35203078100;","Review of neural networks and particle swarm optimization contribution in intrusion detection",2019,"Periodicals of Engineering and Natural Sciences","7","3",,"1067","1073",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075339122&partnerID=40&md5=0fca5a17a226a1e6b7669f9f33770090","College of Computer Science and Information Technology, University of Anbar, Ramadi, Iraq","Mahmood, M., College of Computer Science and Information Technology, University of Anbar, Ramadi, Iraq; Al-Khateeb, B., College of Computer Science and Information Technology, University of Anbar, Ramadi, Iraq","Intrusion detection; Machine learning; Neural network; Particle swarm optimization algorithm; Reconstruction",,"Mahmood, M.; Computer Science, College of Computer Science and Information Technology, University of AnbarIraq; email: maha_mahmood@computer-college.org",Article,"Final",,Scopus,2-s2.0-85075339122
"Sequeira L., Battaglia M., Perrotta S., Merikangas K., Strauss J.","56840383700;35174337500;57194425353;7005203058;56974566900;","Digital Phenotyping With Mobile and Wearable Devices: Advanced Symptom Measurement in Child and Adolescent Depression",2019,"Journal of the American Academy of Child and Adolescent Psychiatry","58","9",,"841","845",,,"10.1016/j.jaac.2019.04.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070929590&doi=10.1016%2fj.jaac.2019.04.011&partnerID=40&md5=315f6da50bf8114dea383c83bf51a421","Cundill Centre for Child and Youth Depression, Centre for Addiction and Mental Health, Toronto, ON, Canada; Institute of Health Policy, Management and Evaluation, University of Toronto, Ontario, Canada; University of Toronto, Ontario, Canada; Genetic Epidemiology Research Branch, National Institute of Mental Health, Bethesda, MD, United States","Sequeira, L., Cundill Centre for Child and Youth Depression, Centre for Addiction and Mental Health, Toronto, ON, Canada, Institute of Health Policy, Management and Evaluation, University of Toronto, Ontario, Canada; Battaglia, M., Cundill Centre for Child and Youth Depression, Centre for Addiction and Mental Health, Toronto, ON, Canada, University of Toronto, Ontario, Canada; Perrotta, S., Cundill Centre for Child and Youth Depression, Centre for Addiction and Mental Health, Toronto, ON, Canada; Merikangas, K., Genetic Epidemiology Research Branch, National Institute of Mental Health, Bethesda, MD, United States; Strauss, J., Cundill Centre for Child and Youth Depression, Centre for Addiction and Mental Health, Toronto, ON, Canada, Institute of Health Policy, Management and Evaluation, University of Toronto, Ontario, Canada, University of Toronto, Ontario, Canada",,"adolescent depression; child psychiatry; digital phenotyping; ecological momentary assessment; Editorial; feasibility study; human; information processing; major depression; phenotype; population; priority journal","Strauss, J.; Centre for Addiction and Mental HealthCanada; email: john.strauss@camh.ca",Editorial,"Final",,Scopus,2-s2.0-85070929590
