Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID
"Rojas-Barahona L.M., Cerisara C.","26653813700;6506781029;","Bayesian inverse reinforcement learning for modeling conversational agents in a virtual environment",2014,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","8403 LNCS","PART 1",,"503","514",,1,"10.1007/978-3-642-54906-9_41","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958522870&doi=10.1007%2f978-3-642-54906-9_41&partnerID=40&md5=c7a815b00d10fae40ceb1ae2acfb9721","Université de Lorraine/LORIA, Nancy, France; CNRS/LORIA, Nancy, France","Rojas-Barahona, L.M., Université de Lorraine/LORIA, Nancy, France; Cerisara, C., CNRS/LORIA, Nancy, France",,"Bayesian networks; Behavioral research; Computational linguistics; Text processing; Virtual reality; Baseline systems; Bayesian; Bayesian approaches; Conversational agents; Dialogue manager; Inverse reinforcement learning; Optimal decisions; Serious games; Reinforcement learning",,Conference Paper,"Final",,Scopus,2-s2.0-84958522870
"Bloem M., Bambos N.","23570762400;7004840524;","Ground delay program analytics with behavioral cloning and inverse reinforcement learning",2014,"AIAA AVIATION 2014 -14th AIAA Aviation Technology, Integration, and Operations Conference",,,,"","",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907388882&partnerID=40&md5=a2a848590094da70dea62ea56ce227dc","NASA Ames Research Center, Systems Modeling and Optimization Branch, MS 210-15, Moffett Field, CA, 94035, United States; Stanford University, Stanford, CA, 94305, United States","Bloem, M., NASA Ames Research Center, Systems Modeling and Optimization Branch, MS 210-15, Moffett Field, CA, 94035, United States; Bambos, N., Stanford University, Stanford, CA, 94305, United States",,"Air traffic control; Aviation; Cloning; Decision trees; Forecasting; Air traffics; Behavioral cloning; Gain insight; Ground delay programs; Historical data; Inverse reinforcement learning; Random forests; San Francisco International Airport; Reinforcement learning",,Conference Paper,"Final",,Scopus,2-s2.0-84907388882
"Calinon S., Bruno D., Malekzadeh M.S., Nanayakkara T., Caldwell D.G.","6507248533;56018693500;56019474800;6508336274;7202685497;","Human-robot skills transfer interfaces for a flexible surgical robot",2014,"Computer Methods and Programs in Biomedicine","116","2",,"81","96",,25,"10.1016/j.cmpb.2013.12.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903192398&doi=10.1016%2fj.cmpb.2013.12.015&partnerID=40&md5=928d826f81dc853819cf4a14e1c201b9","Department of Advanced Robotics, Istituto Italiano di Tecnologia (IIT), Via Morego 30, 16163 Genova, Italy; Department of Informatics, King's College London, Strand, London, WC2R 2LS, United Kingdom","Calinon, S., Department of Advanced Robotics, Istituto Italiano di Tecnologia (IIT), Via Morego 30, 16163 Genova, Italy; Bruno, D., Department of Advanced Robotics, Istituto Italiano di Tecnologia (IIT), Via Morego 30, 16163 Genova, Italy; Malekzadeh, M.S., Department of Advanced Robotics, Istituto Italiano di Tecnologia (IIT), Via Morego 30, 16163 Genova, Italy; Nanayakkara, T., Department of Informatics, King's College London, Strand, London, WC2R 2LS, United Kingdom; Caldwell, D.G., Department of Advanced Robotics, Istituto Italiano di Tecnologia (IIT), Via Morego 30, 16163 Genova, Italy","Inverse reinforcement learning; Learning from demonstration; Robot-assisted surgery; Skills transfer; Soft robotics; Stochastic optimization","Demonstrations; Optimization; Reinforcement learning; Robots; Surgery; Inverse reinforcement learning; Learning from demonstration; Robot-assisted surgery; Skills transfer; Soft robotics; Stochastic optimizations; Surgical equipment; article; human; kinematics; laparoscopic surgery; reinforcement; reward; robot assisted surgery; robotics; simulation; skill; surgical equipment; surgical technique; algorithm; artificial intelligence; biomechanics; computer interface; computer simulation; devices; image quality; motor performance; robotic surgical procedure; robotics; task performance; Algorithms; Artificial Intelligence; Biomechanical Phenomena; Computer Simulation; Humans; Motor Skills; Phantoms, Imaging; Robotic Surgical Procedures; Robotics; Task Performance and Analysis; User-Computer Interface","Calinon, S.; Department of Advanced Robotics, Istituto Italiano di Tecnologia (IIT), Via Morego 30, 16163 Genova, Italy; email: sylvain.calinon@iit.it",Article,"Final",,Scopus,2-s2.0-84903192398
"Bloem M., Bambos N.","23570762400;7004840524;","Infinite time horizon maximum causal entropy inverse reinforcement learning",2014,"Proceedings of the IEEE Conference on Decision and Control","2015-February","February", 7040156,"4911","4916",,17,"10.1109/CDC.2014.7040156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988268663&doi=10.1109%2fCDC.2014.7040156&partnerID=40&md5=b1d4cd7ceff3278c960c86b7c0da39f5","Aviation Systems Division, NASA Ames Research Center, Moffett Field, CA  94035, United States; Departments of Electrical Engineering and Management Science and Engineering, Stanford University, Stanford, CA  94305, United States","Bloem, M., Aviation Systems Division, NASA Ames Research Center, Moffett Field, CA  94035, United States; Bambos, N., Departments of Electrical Engineering and Management Science and Engineering, Stanford University, Stanford, CA  94305, United States",,,,Conference Paper,"Final",,Scopus,2-s2.0-84988268663
"Pérez-Higueras N., Ramón-Vigo R., Caballero F., Merino L.","56414879200;56414842900;8956620100;7003946345;","Robot local navigation with learned social cost functions",2014,"ICINCO 2014 - Proceedings of the 11th International Conference on Informatics in Control, Automation and Robotics","2",,,"618","625",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910024548&partnerID=40&md5=20f5ae5cc8e1d4a21934265b84306782","School of Engineering, Pablo de Olavide University, Crta. Utrera km 1, Seville, Spain; Dpt. of System Engineering and Automation, University of Seville, Camino de los Descubrimientos s/n, Seville, Spain","Pérez-Higueras, N., School of Engineering, Pablo de Olavide University, Crta. Utrera km 1, Seville, Spain; Ramón-Vigo, R., School of Engineering, Pablo de Olavide University, Crta. Utrera km 1, Seville, Spain; Caballero, F., Dpt. of System Engineering and Automation, University of Seville, Camino de los Descubrimientos s/n, Seville, Spain; Merino, L., School of Engineering, Pablo de Olavide University, Crta. Utrera km 1, Seville, Spain","Inverse Reinforcement Learning; Learning from Demonstrations; Robot Navigation; Social Robots","Cost functions; Costs; Human robot interaction; Navigation systems; Reinforcement learning; Robotics; Telecommunication networks; Human interactions; Human social interactions; Inverse reinforcement learning; Learning from demonstration; Robot acceptances; Robot navigation; Robot navigation system; Social robots; Robots","Pérez-Higueras, N.; School of Engineering, Pablo de Olavide University, Crta. Utrera km 1, Spain",Conference Paper,"Final",,Scopus,2-s2.0-84910024548
"Shimosaka M., Kaneko T., Nishi K.","7003853628;55421217800;56723495100;","Modeling risk anticipation and defensive driving on residential roads with inverse reinforcement learning",2014,"2014 17th IEEE International Conference on Intelligent Transportation Systems, ITSC 2014",,, 6957937,"1694","1700",,13,"10.1109/ITSC.2014.6957937","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937150950&doi=10.1109%2fITSC.2014.6957937&partnerID=40&md5=8a4c58b7b574c3618864ffdadec91a53","Department of Mechano-Informatics, Graduate School of Information Science and Technology, University of Tokyo, Tokyo, 113-8656, Japan","Shimosaka, M., Department of Mechano-Informatics, Graduate School of Information Science and Technology, University of Tokyo, Tokyo, 113-8656, Japan; Kaneko, T., Department of Mechano-Informatics, Graduate School of Information Science and Technology, University of Tokyo, Tokyo, 113-8656, Japan; Nishi, K., Department of Mechano-Informatics, Graduate School of Information Science and Technology, University of Tokyo, Tokyo, 113-8656, Japan",,"Accidents; Active safety systems; Behavioral research; Hidden Markov models; Housing; Intelligent systems; Inverse problems; Learning algorithms; Markov processes; Motion planning; Safety engineering; Transportation; Feature descriptors; Inverse reinforcement learning; Long-term prediction; Markov Decision Processes; Maximum entropy Markov model; Pedestrian detection; Physical limitations; Reducing traffic accidents; Reinforcement learning",,Conference Paper,"Final",,Scopus,2-s2.0-84937150950
"Das S., Lavoie A.","55476999400;55295620500;","The effects of feedback on human behavior in social media: An inverse reinforcement learning model",2014,"13th International Conference on Autonomous Agents and Multiagent Systems, AAMAS 2014","1",,,"653","660",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911426890&partnerID=40&md5=9410899641a02cca87887f0e3b436adc","Washington University, St. Louis, United States","Das, S., Washington University, St. Louis, United States; Lavoie, A., Washington University, St. Louis, United States","Multi-agent learning; Social media; Social simulation",,,Conference Paper,"Final",,Scopus,2-s2.0-84911426890
"Bogert K., Doshi P.","36095803300;23008336000;","Multi-robot inverse reinforcement learning under occlusion with interactions",2014,"13th International Conference on Autonomous Agents and Multiagent Systems, AAMAS 2014","1",,,"173","180",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911432424&partnerID=40&md5=c339192e4d608b2bd420cedecf1eb5ca","Computer Science Department, University of Georgia, United States","Bogert, K., Computer Science Department, University of Georgia, United States; Doshi, P., Computer Science Department, University of Georgia, United States","Inverse reinforcement; Machine learning; Multi-robot systems; Patrolling",,,Conference Paper,"Final",,Scopus,2-s2.0-84911432424
"Pynadath D.V., Rosenbloom P.S., Marsella S.C.","6602713215;6603896745;6603739353;","Reinforcement learning for adaptive theory of mind in the sigma cognitive architecture",2014,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","8598 LNAI",,,"143","154",,6,"10.1007/978-3-319-09274-4_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905844071&doi=10.1007%2f978-3-319-09274-4_14&partnerID=40&md5=f18f885d0e0a4a9568a8dbe910f00cc7","Institute for Creative Technologies, University of Southern California, Los Angeles, CA, United States; Department of Computer Science, University of Southern California, Los Angeles, CA, United States; Northeastern University, Boston, MA, United States","Pynadath, D.V., Institute for Creative Technologies, University of Southern California, Los Angeles, CA, United States; Rosenbloom, P.S., Institute for Creative Technologies, University of Southern California, Los Angeles, CA, United States, Department of Computer Science, University of Southern California, Los Angeles, CA, United States; Marsella, S.C., Northeastern University, Boston, MA, United States",,"Behavioral research; Cognitive systems; Knowledge management; Multi agent systems; Cognitive architectures; Explicit modeling; Gradient descent algorithms; Human intelligence; Inverse reinforcement learning; Multi-agent learning; Multi-agent reinforcement learning; Social interactions; Reinforcement learning",,Conference Paper,"Final",,Scopus,2-s2.0-84905844071
"Ondrúška P., Posner I.","56308174300;23010022000;","The route not taken: Driver-centric estimation of electric vehicle range",2014,"Proceedings International Conference on Automated Planning and Scheduling, ICAPS","2014-January","January",,"413","420",,17,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933050809&partnerID=40&md5=46b4fa6e96f048605ef4708bb7d219f6","Mobile Robotics Group, University of Oxford, United Kingdom","Ondrúška, P., Mobile Robotics Group, University of Oxford, United Kingdom; Posner, I., Mobile Robotics Group, University of Oxford, United Kingdom",,"Behavioral research; Decision making; Electric vehicles; Energy utilization; Forecasting; Markov processes; Reinforcement learning; Scheduling; Energy prediction; Inverse reinforcement learning; Markov Decision Processes; Policy evaluation; Real trajectories; Relative errors; Route preferences; Sequential decision making; Energy policy",,Conference Paper,"Final",,Scopus,2-s2.0-84933050809
"Chinaei H., Chaib-draa B.","23388191000;7004238886;","Dialogue POMDP components (Part II): learning the reward function",2014,"International Journal of Speech Technology","17","4",,"325","340",,1,"10.1007/s10772-014-9224-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911971999&doi=10.1007%2fs10772-014-9224-x&partnerID=40&md5=66a204a6a06477a304ca8bdc1ba89095","Department of Computer Science, Laval University, Québec, Canada","Chinaei, H., Department of Computer Science, Laval University, Québec, Canada; Chaib-draa, B., Department of Computer Science, Laval University, Québec, Canada","Healthcare dialogue management; Inverse reinforcement learning; Partially observable Markov decision processes (POMDP)","Approximation algorithms; Behavioral research; Health care; Learning algorithms; Markov processes; Speech processing; Dialogue management; Dialogue systems; Intelligent wheelchair; Inverse reinforcement learning; Linear approximations; Markov Decision Processes; Partially observable Markov decision process; Transition model; Reinforcement learning","Chaib-draa, B.; Department of Computer Science, Laval UniversityCanada",Article,"Final",,Scopus,2-s2.0-84911971999
"Jetchev N., Toussaint M.","14034161200;7006246144;","Discovering relevant task spaces using inverse feedback control",2014,"Autonomous Robots","37","2",,"169","189",,4,"10.1007/s10514-014-9384-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902287582&doi=10.1007%2fs10514-014-9384-1&partnerID=40&md5=acaa3d6a9248ed2d398b72262d330c52","FU Berlin, Berlin, Germany; University of Stuttgart, Stuttgart, Germany","Jetchev, N., FU Berlin, Berlin, Germany; Toussaint, M., University of Stuttgart, Stuttgart, Germany","Imitation learning; Inverse reinforcement learning; Machine learning and robotics; Motion rate control; Robot motion generation; Task spaces for motion","Artificial intelligence; Reinforcement learning; Robotics; Imitation learning; Inverse reinforcement learning; Motion rate control; Robot motion generations; Task space; Feedback control","Jetchev, N.; FU Berlin, Berlin, Germany; email: nikjetchev@gmail.com",Article,"Final",,Scopus,2-s2.0-84902287582
"Oswald S., Kretzschmar H., Burgard W., Stachniss C.","56640890200;34168016900;7003610380;6507517732;","Learning to give route directions from human demonstrations",2014,"Proceedings - IEEE International Conference on Robotics and Automation",,, 6907334,"3303","3308",,6,"10.1109/ICRA.2014.6907334","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929223719&doi=10.1109%2fICRA.2014.6907334&partnerID=40&md5=57f88279f8012446c263a065049955e6","Department of Computer Science, University of Freiburg, Freiburg, 79110, Germany; University of Bonn, Institute of Geodesy and Geoinformation, Bonn, 53115, Germany","Oswald, S., Department of Computer Science, University of Freiburg, Freiburg, 79110, Germany; Kretzschmar, H., Department of Computer Science, University of Freiburg, Freiburg, 79110, Germany; Burgard, W., Department of Computer Science, University of Freiburg, Freiburg, 79110, Germany; Stachniss, C., Department of Computer Science, University of Freiburg, Freiburg, 79110, Germany, University of Bonn, Institute of Geodesy and Geoinformation, Bonn, 53115, Germany",,,,Conference Paper,"Final",,Scopus,2-s2.0-84929223719
"Piot B., Geist M., Pietquin O.","55697434100;25929145100;16040586900;","Boosted and reward-regularized classification for apprenticeship learning",2014,"13th International Conference on Autonomous Agents and Multiagent Systems, AAMAS 2014","2",,,"1249","1256",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911437588&partnerID=40&md5=8afbd7ea74fd484a395c5ef67f6268b7","Supelec, MaLIS Research Group, France; Georgia Tech., CNRS UMI 2958, France; University Lille 1, France; LIFL (UMR 8022 CNRS/Lille 1), SequeL Team, France","Piot, B., Supelec, MaLIS Research Group, France, Georgia Tech., CNRS UMI 2958, France; Geist, M., Supelec, MaLIS Research Group, France, Georgia Tech., CNRS UMI 2958, France; Pietquin, O., University Lille 1, France, LIFL (UMR 8022 CNRS/Lille 1), SequeL Team, France","Boosting; Inverse reinforcement learning; Large margin methods; Learning from demonstrations",,,Conference Paper,"Final",,Scopus,2-s2.0-84911437588
"Osogami T., Raymond R.","10042517800;23393816800;","Map matching with inverse reinforcement learning",2013,"IJCAI International Joint Conference on Artificial Intelligence",,,,"2547","2553",,21,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896061924&partnerID=40&md5=530c6fc9da49dc759f450d2de9582ebb","IBM Research-Tokyo, 5-6-52 Toyosu, Koto-ku, Tokyo, Japan","Osogami, T., IBM Research-Tokyo, 5-6-52 Toyosu, Koto-ku, Tokyo, Japan; Raymond, R., IBM Research-Tokyo, 5-6-52 Toyosu, Koto-ku, Tokyo, Japan",,"Inverse reinforcement learning; Map matching; Numerical experiments; Road segments; State-of-the-art approach; Transition probabilities; Travel distance; Artificial intelligence; Hidden Markov models; Reinforcement learning; Roads and streets; Probability","IBM Research-Tokyo, 5-6-52 Toyosu, Koto-ku, Tokyo, Japan",Conference Paper,"Final",,Scopus,2-s2.0-84896061924
"Tanwani A.K., Billard A.","27868177900;7006389948;","Transfer in inverse reinforcement learning for multiple strategies",2013,"IEEE International Conference on Intelligent Robots and Systems",,, 6696817,"3244","3250",,6,"10.1109/IROS.2013.6696817","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893761567&doi=10.1109%2fIROS.2013.6696817&partnerID=40&md5=00abbe6cac2b01e6e31d6d03539b3922","Learning Algorithms and Systems Laboratory (LASA), Ecole Polytechnique Federale de Lausanne, Switzerland","Tanwani, A.K., Learning Algorithms and Systems Laboratory (LASA), Ecole Polytechnique Federale de Lausanne, Switzerland; Billard, A., Learning Algorithms and Systems Laboratory (LASA), Ecole Polytechnique Federale de Lausanne, Switzerland",,"Inverse reinforcement learning; Linear combinations; Multiple strategy; Optimal policies; Playing Strategies; Reward function; Robot arms; Sequential task; Intelligent robots; Reinforcement learning; Set theory; Optimization","Learning Algorithms and Systems Laboratory (LASA), Ecole Polytechnique Federale de LausanneSwitzerland",Conference Paper,"Final",,Scopus,2-s2.0-84893761567
"Tossou A.C.Y., Dimitrakakis C.","55936518300;55886345900;","Probabilistic inverse reinforcement learning in unknown environments",2013,"Uncertainty in Artificial Intelligence - Proceedings of the 29th Conference, UAI 2013",,,,"635","643",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888166253&partnerID=40&md5=3e86bcb775de98bd76f2ca7ca5f1fecd","EPAC, Abomey-Calavi, Benin; EPFL, Lausanne, Switzerland","Tossou, A.C.Y., EPAC, Abomey-Calavi, Benin; Dimitrakakis, C., EPFL, Lausanne, Switzerland",,"Agent preferences; Bayesian inference; Convex optimisation; Inverse reinforcement learning; Learning by demonstration; Maximum a posteriori estimation; Probabilistic approaches; Probabilistic models; Artificial intelligence; Bayesian networks; Inference engines; Reinforcement learning","EPAC, Abomey-Calavi, Benin",Conference Paper,"Final",,Scopus,2-s2.0-84888166253
"Kalakrishnan M., Pastor P., Righetti L., Schaal S.","24467757900;57197413733;22981433900;7007171558;","Learning objective functions for manipulation",2013,"Proceedings - IEEE International Conference on Robotics and Automation",,, 6630743,"1331","1336",,45,"10.1109/ICRA.2013.6630743","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887294616&doi=10.1109%2fICRA.2013.6630743&partnerID=40&md5=576de078e46efcf4d167d1433d576c7f","CLMC Lab, University of Southern California, Los Angeles CA 90089, United States; Max Planck Institute for Intelligent Systems, Tübingen, 72076, Germany","Kalakrishnan, M., CLMC Lab, University of Southern California, Los Angeles CA 90089, United States; Pastor, P., CLMC Lab, University of Southern California, Los Angeles CA 90089, United States; Righetti, L., CLMC Lab, University of Southern California, Los Angeles CA 90089, United States, Max Planck Institute for Intelligent Systems, Tübingen, 72076, Germany; Schaal, S., CLMC Lab, University of Southern California, Los Angeles CA 90089, United States, Max Planck Institute for Intelligent Systems, Tübingen, 72076, Germany",,"Continuous state-action spaces; Convex objectives; Grasping and manipulation; High-dimensional; Inverse reinforcement learning; Learning objective functions; Redundancy resolution; Robotic manipulation; Algorithms; Cost functions; Inverse kinematics; Optimization; Reinforcement learning; Robotics","CLMC Lab, University of Southern California, Los Angeles CA 90089, United States",Conference Paper,"Final",,Scopus,2-s2.0-84887294616
"Michini B., Cutler M., How J.P.","36603096200;55540436700;7006512768;","Scalable reward learning from demonstration",2013,"Proceedings - IEEE International Conference on Robotics and Automation",,, 6630592,"303","308",,11,"10.1109/ICRA.2013.6630592","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887309045&doi=10.1109%2fICRA.2013.6630592&partnerID=40&md5=11485c155db550b1d94b7d3010f9593c","Aerospace Controls Laboratory, Massachusetts Institute of Technology, United States","Michini, B., Aerospace Controls Laboratory, Massachusetts Institute of Technology, United States; Cutler, M., Aerospace Controls Laboratory, Massachusetts Institute of Technology, United States; How, J.P., Aerospace Controls Laboratory, Massachusetts Institute of Technology, United States",,"Action spaces; Discretizations; Inverse reinforcement learning; Key modifications; Learning from demonstration; Markov Decision Processes; Non-parametric; Optimal value functions; Learning algorithms; Markov processes; Optimal systems; Reinforcement learning; Robotics","Aerospace Controls Laboratory, Massachusetts Institute of TechnologyUnited States",Conference Paper,"Final",,Scopus,2-s2.0-84887309045
"Englert P., Paraschos A., Peters J., Deisenroth M.P.","55855227200;55336427400;35248912800;24922891000;","Model-based imitation learning by probabilistic trajectory matching",2013,"Proceedings - IEEE International Conference on Robotics and Automation",,, 6630832,"1922","1927",,20,"10.1109/ICRA.2013.6630832","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887311623&doi=10.1109%2fICRA.2013.6630832&partnerID=40&md5=02a762475414abb5e7f4eca24a590d4d","Dept. of Computer Science, Technische Universität Darmstadt, Germany; Max Planck Institute for Intelligent Systems, Tübingen, Germany","Englert, P., Dept. of Computer Science, Technische Universität Darmstadt, Germany; Paraschos, A., Dept. of Computer Science, Technische Universität Darmstadt, Germany; Peters, J., Dept. of Computer Science, Technische Universität Darmstadt, Germany, Max Planck Institute for Intelligent Systems, Tübingen, Germany; Deisenroth, M.P., Dept. of Computer Science, Technische Universität Darmstadt, Germany",,"Behavioral cloning; Function learning; Imitation learning; Inverse reinforcement learning; Kullback Leibler divergence; Model-based reinforcement learning; Non-trivial tasks; Trajectory matching; Cost functions; Probability distributions; Reinforcement learning; Robots; Trajectories; Robotics","Dept. of Computer Science, Technische Universität DarmstadtGermany",Conference Paper,"Final",,Scopus,2-s2.0-84887311623
[No author name available],[No author id available],"Machine Learning and Knowledge Discovery in Databases - European Conference, ECML PKDD 2013, Proceedings",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","8188 LNAI","PART 1",,"","",2063,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886531190&partnerID=40&md5=105f8e158f5aba4a9175359d407bb8f9",,"",,,,Conference Review,"Final",,Scopus,2-s2.0-84886531190
[No author name available],[No author id available],"Machine Learning and Knowledge Discovery in Databases - European Conference, ECML PKDD 2013, Proceedings",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","8190 LNAI","PART 3",,"","",2063,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886474154&partnerID=40&md5=7605c5ec9d5a425c9506ad3bf511b50a",,"",,,,Conference Review,"Final",,Scopus,2-s2.0-84886474154
[No author name available],[No author id available],"Machine Learning and Knowledge Discovery in Databases - European Conference, ECML PKDD 2013, Proceedings",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","8189 LNAI","PART 2",,"","",2063,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886451399&partnerID=40&md5=6c1f4b95ef2f206e6f61966047991f4a",,"",,,,Conference Review,"Final",,Scopus,2-s2.0-84886451399
"Klein E., Piot B., Geist M., Pietquin O.","55234823100;55697434100;25929145100;16040586900;","A cascaded supervised learning approach to inverse reinforcement learning",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","8188 LNAI","PART 1",,"1","16",,17,"10.1007/978-3-642-40988-2_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886548664&doi=10.1007%2f978-3-642-40988-2_1&partnerID=40&md5=48491f0d52609e1d78c2f9971bd28de4","ABC Team, LORIA-CNRS, France; Supélec, IMS-MaLIS Research Group, France; UMI 2958 (GeorgiaTech-CNRS), France","Klein, E., ABC Team, LORIA-CNRS, France, Supélec, IMS-MaLIS Research Group, France; Piot, B., Supélec, IMS-MaLIS Research Group, France, UMI 2958 (GeorgiaTech-CNRS), France; Geist, M., Supélec, IMS-MaLIS Research Group, France; Pietquin, O., Supélec, IMS-MaLIS Research Group, France, UMI 2958 (GeorgiaTech-CNRS), France",,"Driving simulator; Inverse reinforcement learning; Markov Decision Processes; Near-optimal; Reward function; Score function; State-of-the-art approach; Supervised learning approaches; Learning algorithms; Markov processes; Optimization; Reinforcement learning; Supervised learning; Inverse problems","ABC Team, LORIA-CNRSFrance",Conference Paper,"Final",,Scopus,2-s2.0-84886548664
"Qiao Q., Beling P.A.","35848809400;6603732790;","Recognition of agents based on observation of their sequential behavior",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","8188 LNAI","PART 1",,"33","48",,2,"10.1007/978-3-642-40988-2_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886474556&doi=10.1007%2f978-3-642-40988-2_3&partnerID=40&md5=c5e9a03405d8e3590bd486e8bd0062d0","Department of Systems Engineering, University of Virginia, VA, United States","Qiao, Q., Department of Systems Engineering, University of Virginia, VA, United States; Beling, P.A., Department of Systems Engineering, University of Virginia, VA, United States",,"Classification models; Empirical - comparisons; Inverse reinforcement learning; Learning scenarios; Markov Decision Processes; Navigation problem; Optimal stopping problem; Sequential decisions; Learning algorithms; Markov processes; Optimization; Reinforcement learning","Department of Systems Engineering, University of Virginia, VA, United States",Conference Paper,"Final",Open Access,Scopus,2-s2.0-84886474556
"Klein E., Piot B., Geist M., Pietquin O.","55234823100;55697434100;25929145100;16040586900;","Structured classification for inverse reinforcement learning [Classification structurée pour l'apprentissage par renforcement inverse]",2013,"Revue d'Intelligence Artificielle","27","2",,"155","169",,,"10.3166/RIA.27.155-169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885946141&doi=10.3166%2fRIA.27.155-169&partnerID=40&md5=b30444dfc2d0b47907adcfb6c1b01ea9","LORIA Équipe ABC, Nancy, France; Supélec Groupe de Recherche IMS-MaLIS, Metz, France; UMI 2958 (GeorgiaTech-CNRS), Metz, France","Klein, E., LORIA Équipe ABC, Nancy, France, Supélec Groupe de Recherche IMS-MaLIS, Metz, France; Piot, B., Supélec Groupe de Recherche IMS-MaLIS, Metz, France, UMI 2958 (GeorgiaTech-CNRS), Metz, France; Geist, M., Supélec Groupe de Recherche IMS-MaLIS, Metz, France; Pietquin, O., Supélec Groupe de Recherche IMS-MaLIS, Metz, France, UMI 2958 (GeorgiaTech-CNRS), Metz, France","Inverse reinforcement learning; Reinforcement learning","Car driving; Classification structure; Inverse reinforcement learning; Near-optimal; Reward function; Score function; Algorithms; Optimization; Reinforcement learning; Inverse problems","LORIA Équipe ABC, Nancy, France",Article,"Final",,Scopus,2-s2.0-84885946141
"Tao Z., Chen Z., Li Y.","55968518700;55967386500;55719284400;","Sensitivity-based inverse reinforcement learning",2013,"Chinese Control Conference, CCC",,, 6639909,"2856","2861",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890488073&partnerID=40&md5=9683f22b9ea73b1bd683b37b2dc6bbdc","Harbin Institute of Technology, Shenzhen Graduate School, Harbin 518055, China","Tao, Z., Harbin Institute of Technology, Shenzhen Graduate School, Harbin 518055, China; Chen, Z., Harbin Institute of Technology, Shenzhen Graduate School, Harbin 518055, China; Li, Y., Harbin Institute of Technology, Shenzhen Graduate School, Harbin 518055, China","Inverse Reinforcement Learning; Performance sensitivity; Reward function","Markov processes; Site selection; Inverse reinforcement learning; Markov Decision Processes; Optimal control policy; Optimization theory; Performance sensitivity; Potential rewards; Reward function; Unified approach; Reinforcement learning",,Conference Paper,"Final",,Scopus,2-s2.0-84890488073
